[2339, 1656]
[paragraph, [912.0, 89.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 125.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 161.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 197.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 233.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 269.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 305.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 341.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 377.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 413.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 449.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 485.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 521.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 557.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 593.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 629.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 665.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 701.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 737.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 773.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 809.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 845.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 881.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 917.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 953.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 989.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 1025.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 1061.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 1097.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 1133.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [912.0, 1169.0, 703.0, 36.0], shoonya_0sZKQCR6FIUOW4, 5750086]
[paragraph, [179.0, 99.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 135.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 171.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 207.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 243.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 279.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 315.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 351.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 387.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 423.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 459.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 495.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 531.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 567.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 603.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 639.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 675.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 711.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 747.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [179.0, 783.0, 706.0, 36.0], shoonya_2sVQM7Z8R8OYBH, 5750086]
[paragraph, [178.0, 840.0, 715.0, 36.0], znlaa-jzNT, 5750086]
[paragraph, [178.0, 876.0, 715.0, 36.0], znlaa-jzNT, 5750086]
[paragraph, [166.0, 948.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 984.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1020.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1056.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1092.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1128.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1164.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1200.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1236.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [166.0, 1272.0, 726.0, 36.0], gKZRGIXNyP, 5750086]
[paragraph, [928.0, 1219.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1255.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1291.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1327.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1363.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1399.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [928.0, 1435.0, 691.0, 36.0], shoonya_3s3TACML7FVDGB, 5750086]
[paragraph, [189.0, 1334.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1370.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1406.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1442.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1478.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1514.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [189.0, 1550.0, 699.0, 36.0], shoonya_4sZMSFCVGDYUDQ, 5750086]
[paragraph, [925.0, 1486.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1522.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1558.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1594.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1630.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1666.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1702.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1738.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1774.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1810.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1846.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1882.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1918.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1954.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 1990.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 2026.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [925.0, 2062.0, 701.0, 36.0], shoonya_1s3EJFU8F1BODW, 5750086]
[paragraph, [192.0, 1597.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
[paragraph, [192.0, 1633.0, 702.0, 36.0], shoonya_5s0OE3VENYDCL4, 5750086]
