[2806, 1983]
[paragraph, [222.0, 230.0, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 276.5, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 323.0, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 369.5, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 416.0, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 462.5, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [222.0, 509.0, 1545.0, 46.5], shoonya_0s66E3V6K9OP9O, 5682167]
[paragraph, [210.0, 679.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 725.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 772.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 818.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 865.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 911.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 958.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1004.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1051.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1097.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1144.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1190.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1237.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1283.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1330.0, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [210.0, 1376.5, 1559.0, 46.5], _LlHJkh9Eg, 5682167]
[paragraph, [223.0, 1541.0, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [223.0, 1587.5, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [223.0, 1634.0, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [223.0, 1680.5, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [223.0, 1727.0, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [223.0, 1773.5, 1536.0, 46.5], oWejA4llcp, 5682167]
[paragraph, [215.0, 1911.0, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 1957.5, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 2004.0, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 2050.5, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 2097.0, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 2143.5, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [215.0, 2190.0, 1544.0, 46.5], KtSPsLke1z, 5682167]
[paragraph, [218.0, 2369.0, 1551.0, 46.5], DvnBuZ9VoE, 5682167]
[paragraph, [218.0, 2415.5, 1551.0, 46.5], DvnBuZ9VoE, 5682167]
[paragraph, [218.0, 2462.0, 1551.0, 46.5], DvnBuZ9VoE, 5682167]
