[2806, 1984]
[section-title, [440.0, 97.0, 1090.0, 79.5], Dxb7cABSmz, 5698665]
[answer, [220.0, 275.0, 828.0, 46.5], vsCr18kau0, 5698665]
[answer, [197.0, 460.0, 1576.0, 46.5], QRJX4XXUgF, 5698665]
[answer, [197.0, 506.5, 1576.0, 46.5], QRJX4XXUgF, 5698665]
[answer, [197.0, 553.0, 1576.0, 46.5], QRJX4XXUgF, 5698665]
[answer, [185.0, 705.0, 1581.0, 46.5], P7FxO6PuCq, 5698665]
[answer, [185.0, 751.5, 1581.0, 46.5], P7FxO6PuCq, 5698665]
[answer, [185.0, 798.0, 1581.0, 46.5], P7FxO6PuCq, 5698665]
[paragraph, [912.0, 877.0, 155.0, 46.5], shoonya_1s90QUB30IN9OI, 5698665]
[answer, [197.0, 1041.0, 1563.0, 46.5], qcqIFWqMxo, 5698665]
[answer, [197.0, 1087.5, 1563.0, 46.5], qcqIFWqMxo, 5698665]
[answer, [197.0, 1134.0, 1563.0, 46.5], qcqIFWqMxo, 5698665]
