[1275, 750]
[folio, [234.0, 79.0, 280.0, 18.0], 7PveKDwc7i, 5767768]
[folio, [234.0, 97.0, 280.0, 18.0], 7PveKDwc7i, 5767768]
[folio, [234.0, 115.0, 280.0, 18.0], 7PveKDwc7i, 5767768]
[paragraph, [60.0, 151.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 169.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 187.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 205.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 223.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 241.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 259.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 277.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 295.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 313.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 331.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 349.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 367.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 385.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 403.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 421.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 439.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 457.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 475.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 493.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 511.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 529.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 547.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 565.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 583.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 601.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 619.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 637.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 655.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 673.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 691.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 709.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 727.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 745.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 763.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 781.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 799.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 817.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 835.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 853.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 871.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 889.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 907.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 925.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 943.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 961.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 979.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 997.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1015.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1033.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1051.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1069.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1087.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1105.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1123.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1141.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
[paragraph, [60.0, 1159.0, 639.0, 18.0], shoonya_0sQWBMOGJ5LDCV, 5767768]
