[1004, 621]
[section-title, [203.0, 235.0, 215.0, 30.0], shoonya_0sPOMUS132SNOA, 5741331]
[paragraph, [32.0, 299.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 317.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 335.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 353.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 371.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 389.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 407.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 425.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 443.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 461.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 479.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 497.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 515.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 533.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 551.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 569.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 587.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 605.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 623.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 641.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 659.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 677.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 695.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 713.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 731.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 749.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 767.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 785.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 803.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 821.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 839.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 857.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 875.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 893.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 911.0, 582.0, 18.0], K206gwgyfr, 5741331]
[paragraph, [32.0, 929.0, 582.0, 18.0], K206gwgyfr, 5741331]
