[612, 396]
[folio, [180.0, 34.0, 149.0, 18.0], ZvAyHROzn-, 6517360]
[paragraph, [39.0, 68.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 86.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 104.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 122.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 140.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 158.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [39.0, 176.0, 316.0, 18.0], shoonya_1sVUW6QA6ETQQS, 6517360]
[paragraph, [40.0, 231.0, 314.0, 18.0], shoonya_2sUZL077S89B1X, 6517360]
[paragraph, [40.0, 249.0, 314.0, 18.0], shoonya_2sUZL077S89B1X, 6517360]
[paragraph, [40.0, 267.0, 314.0, 18.0], shoonya_2sUZL077S89B1X, 6517360]
[paragraph, [40.0, 285.0, 314.0, 18.0], shoonya_2sUZL077S89B1X, 6517360]
[paragraph, [40.0, 303.0, 314.0, 18.0], shoonya_2sUZL077S89B1X, 6517360]
[paragraph, [39.0, 347.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 365.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 383.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 401.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 419.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 437.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 455.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 473.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 491.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
[paragraph, [39.0, 509.0, 316.0, 18.0], shoonya_0s7CA4TPUKYBC6, 6517360]
