[2339, 1656]
[paragraph, [82.0, 98.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 134.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 170.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 206.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 242.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 278.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 314.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 350.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 386.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [82.0, 422.0, 706.0, 36.0], shoonya_8sYJ1NZMKWWIVI, 5749748]
[paragraph, [816.0, 98.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 134.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 170.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 206.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 242.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 278.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 314.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 350.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 386.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 422.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 458.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 494.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 530.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 566.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 602.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [816.0, 638.0, 706.0, 36.0], shoonya_0sU7PE20A4NTKN, 5749748]
[paragraph, [80.0, 469.0, 705.0, 36.0], CTrla_f0cE, 5749748]
[paragraph, [80.0, 505.0, 705.0, 36.0], CTrla_f0cE, 5749748]
[paragraph, [84.0, 580.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 616.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 652.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 688.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 724.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 760.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 796.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 832.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 868.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 904.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [84.0, 940.0, 703.0, 36.0], shoonya_5sTDXG44HSHXOI, 5749748]
[paragraph, [818.0, 686.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 722.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 758.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 794.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 830.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 866.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 902.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 938.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 974.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 1010.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 1046.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 1082.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 1118.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [818.0, 1154.0, 701.0, 36.0], shoonya_3sQN97K3QZAARV, 5749748]
[paragraph, [83.0, 1015.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1051.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1087.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1123.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1159.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1195.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1231.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1267.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1303.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1339.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1375.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1411.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1447.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [83.0, 1483.0, 704.0, 36.0], shoonya_2sQ6NW36CD7HGB, 5749748]
[paragraph, [819.0, 1220.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1256.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1292.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1328.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1364.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1400.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1436.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1472.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1508.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1544.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1580.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1616.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1652.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1688.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1724.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1760.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1796.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1832.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1868.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1904.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1940.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 1976.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
[paragraph, [819.0, 2012.0, 699.0, 36.0], shoonya_1sKGRDZ3JRDP2J, 5749748]
