[3509, 2480]
[paragraph, [359.0, 399.0, 1763.0, 52.5], Dt8qLOMCze, 5724366]
[paragraph, [359.0, 451.5, 1763.0, 52.5], Dt8qLOMCze, 5724366]
[paragraph, [359.0, 504.0, 1763.0, 52.5], Dt8qLOMCze, 5724366]
[paragraph, [359.0, 642.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 694.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 747.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 799.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 852.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 904.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 957.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1009.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1062.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1114.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1167.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1219.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1272.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1324.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1377.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1429.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1482.0, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[paragraph, [359.0, 1534.5, 1769.0, 52.5], shoonya_2s15T6OR3NAJT1, 5724366]
[section-title, [363.0, 1668.0, 423.0, 93.0], shoonya_1sJNFEG33XE5R8, 5724366]
[paragraph, [363.0, 1831.0, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 1883.5, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 1936.0, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 1988.5, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 2041.0, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 2093.5, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 2146.0, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [363.0, 2198.5, 1768.0, 52.5], shoonya_4sG67HU6DY8AF7, 5724366]
[paragraph, [364.0, 2305.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2357.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2410.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2462.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2515.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2567.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2620.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2672.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2725.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2777.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2830.0, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
[paragraph, [364.0, 2882.5, 1758.0, 52.5], shoonya_3sC0KS0T0JL57L, 5724366]
