[1388, 886]
[folio, [644.0, 61.0, 196.0, 18.0], shoonya_2sQEMGZRBRQE30, 5742567]
[folio, [644.0, 79.0, 196.0, 18.0], shoonya_2sQEMGZRBRQE30, 5742567]
[folio, [362.0, 63.0, 131.0, 18.0], shoonya_0sXWPSJZOHQ37K, 5742567]
[paragraph, [451.0, 121.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 139.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 157.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 175.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 193.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 211.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 229.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 247.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 265.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 283.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 301.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 319.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 337.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 355.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 373.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 391.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 409.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 427.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 445.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 463.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 481.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 499.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 517.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 535.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 553.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 571.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 589.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 607.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 625.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 643.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 661.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 679.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 697.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 715.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 733.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 751.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 769.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 787.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 805.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 823.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 841.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 859.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 877.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 895.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 913.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 931.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 949.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 967.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 985.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1003.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1021.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1039.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1057.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1075.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1093.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1111.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1129.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1147.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1165.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1183.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1201.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1219.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1237.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1255.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1273.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1291.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [451.0, 1309.0, 399.0, 18.0], biYQZurHZX, 5742567]
[paragraph, [21.0, 126.0, 408.0, 18.0], HOLCQIXBke, 5742567]
[paragraph, [21.0, 144.0, 408.0, 18.0], HOLCQIXBke, 5742567]
[paragraph, [21.0, 162.0, 408.0, 18.0], HOLCQIXBke, 5742567]
[paragraph, [21.0, 180.0, 408.0, 18.0], HOLCQIXBke, 5742567]
[paragraph, [21.0, 198.0, 408.0, 18.0], HOLCQIXBke, 5742567]
[paragraph, [34.0, 232.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 250.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 268.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 286.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 304.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 322.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 340.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 358.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 376.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 394.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [34.0, 412.0, 388.0, 18.0], HFxBQF7zgf, 5742567]
[paragraph, [33.0, 471.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 489.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 507.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 525.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 543.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 561.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 579.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 597.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 615.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 633.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 651.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 669.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 687.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 705.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 723.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 741.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 759.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 777.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 795.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 813.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 831.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 849.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 867.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 885.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 903.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 921.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 939.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 957.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 975.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 993.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1011.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1029.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1047.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1065.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1083.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1101.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1119.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1137.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1155.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1173.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1191.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1209.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1227.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1245.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1263.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1281.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[paragraph, [33.0, 1299.0, 407.0, 18.0], 7M0tdDCUp-, 5742567]
[footnote, [561.0, 1352.0, 283.0, 18.0], _fwgACVDiW, 5742567]
