[1363, 835]
[folio, [99.0, 50.0, 113.0, 18.0], 9Dp6zVaokD, 5781982]
[folio, [99.0, 68.0, 113.0, 18.0], 9Dp6zVaokD, 5781982]
[folio, [287.0, 106.0, 258.0, 18.0], 303b7BYIqW, 5781982]
[figure-caption, [548.0, 333.0, 112.0, 18.0], 7fFkAfnaqU, 5781982]
[figure-caption, [142.0, 336.0, 114.0, 18.0], oCyjQdupna, 5781982]
[figure-caption, [636.0, 395.0, 101.0, 18.0], a4jBs-DqZb, 5781982]
[figure-caption, [255.0, 409.0, 317.0, 18.0], shoonya_3sNWZ2CCJ8VHZH, 5781982]
[paragraph, [95.0, 460.0, 643.0, 18.0], shoonya_0sO52EEPXTGD99, 5781982]
[paragraph, [95.0, 478.0, 643.0, 18.0], shoonya_0sO52EEPXTGD99, 5781982]
[paragraph, [95.0, 496.0, 643.0, 18.0], shoonya_0sO52EEPXTGD99, 5781982]
[paragraph, [95.0, 514.0, 643.0, 18.0], shoonya_0sO52EEPXTGD99, 5781982]
[paragraph, [95.0, 532.0, 643.0, 18.0], shoonya_0sO52EEPXTGD99, 5781982]
[ordered-list, [90.0, 551.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 569.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 587.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 605.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 623.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 641.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 659.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 677.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 695.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 713.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 731.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 749.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 767.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 785.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 803.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 821.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 839.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 857.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 875.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 893.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 911.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 929.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 947.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 965.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 983.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1001.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1019.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1037.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1055.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1073.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1091.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1109.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1127.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1145.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1163.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1181.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[ordered-list, [90.0, 1199.0, 652.0, 18.0], LMNdjrlI71, 5781982]
[sub-ordered-list, [98.0, 595.0, 640.0, 18.0], jutS4u-3BC, 5781982]
