[1565, 1152]
[headline, [478.0, 93.0, 554.0, 37.5], shoonya_5sENABDZ94ZVB6, 5722906]
[headline, [478.0, 130.5, 554.0, 37.5], shoonya_5sENABDZ94ZVB6, 5722906]
[headline, [478.0, 168.0, 554.0, 37.5], shoonya_5sENABDZ94ZVB6, 5722906]
[headline, [478.0, 205.5, 554.0, 37.5], shoonya_5sENABDZ94ZVB6, 5722906]
[headline, [478.0, 243.0, 554.0, 37.5], shoonya_5sENABDZ94ZVB6, 5722906]
[author, [519.0, 287.0, 445.0, 36.0], V-thR7b9Rl, 5722906]
[paragraph, [757.0, 343.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 379.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 415.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 451.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 487.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 523.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 559.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 595.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 631.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 667.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [757.0, 703.0, 317.0, 36.0], shoonya_0sJ12YGJLXZ5L3, 5722906]
[paragraph, [756.0, 759.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 795.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 831.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 867.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 903.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 939.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 975.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1011.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1047.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1083.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1119.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1155.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1191.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1227.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1263.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1299.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1335.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1371.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [756.0, 1407.0, 321.0, 36.0], shoonya_1sU2I7NXWET42F, 5722906]
[paragraph, [105.0, 781.0, 649.0, 36.0], shoonya_4sIYK1XT4K1A9M, 5722906]
[paragraph, [105.0, 817.0, 649.0, 36.0], shoonya_4sIYK1XT4K1A9M, 5722906]
[paragraph, [105.0, 853.0, 649.0, 36.0], shoonya_4sIYK1XT4K1A9M, 5722906]
[paragraph, [105.0, 889.0, 649.0, 36.0], shoonya_4sIYK1XT4K1A9M, 5722906]
[paragraph, [105.0, 925.0, 649.0, 36.0], shoonya_4sIYK1XT4K1A9M, 5722906]
[paragraph, [107.0, 974.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1010.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1046.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1082.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1118.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1154.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1190.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [107.0, 1226.0, 647.0, 36.0], shoonya_2s85IU83WJNW6V, 5722906]
[paragraph, [108.0, 1273.0, 645.0, 36.0], shoonya_3sD1S0ATZ3GMME, 5722906]
[paragraph, [108.0, 1309.0, 645.0, 36.0], shoonya_3sD1S0ATZ3GMME, 5722906]
[paragraph, [108.0, 1345.0, 645.0, 36.0], shoonya_3sD1S0ATZ3GMME, 5722906]
[paragraph, [106.0, 1388.0, 648.0, 36.0], shoonya_6s7VB7PHYFNCMN, 5722906]
[paragraph, [106.0, 1424.0, 648.0, 36.0], shoonya_6s7VB7PHYFNCMN, 5722906]
