[794, 624]
[paragraph, [38.0, 45.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 63.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 81.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 99.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 117.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 135.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 153.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 171.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [38.0, 189.0, 268.0, 18.0], shoonya_1sQH2CCVD0SEUX, 5712770]
[paragraph, [307.0, 48.0, 285.0, 18.0], govgJt9J3C, 5712770]
[paragraph, [307.0, 66.0, 285.0, 18.0], govgJt9J3C, 5712770]
[paragraph, [307.0, 84.0, 285.0, 18.0], govgJt9J3C, 5712770]
[paragraph, [307.0, 102.0, 285.0, 18.0], govgJt9J3C, 5712770]
[paragraph, [307.0, 120.0, 285.0, 18.0], govgJt9J3C, 5712770]
[paragraph, [306.0, 145.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 163.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 181.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 199.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 217.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 235.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 253.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 271.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 289.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 307.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[paragraph, [306.0, 325.0, 277.0, 18.0], _UeO8lg1IQ, 5712770]
[contact-info, [354.0, 366.0, 193.0, 18.0], _DLfM9USzg, 5712770]
[contact-info, [354.0, 384.0, 193.0, 18.0], _DLfM9USzg, 5712770]
[section-title, [290.0, 439.0, 244.0, 30.0], i3-cYzCjTr, 5712770]
[section-title, [290.0, 469.0, 244.0, 30.0], i3-cYzCjTr, 5712770]
[paragraph, [435.0, 510.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 528.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 546.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 564.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 582.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 600.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 618.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [435.0, 636.0, 155.0, 18.0], 3yG7f7vNJv, 5712770]
[paragraph, [246.0, 513.0, 182.0, 18.0], jo77TyraLq, 5712770]
[paragraph, [246.0, 531.0, 182.0, 18.0], jo77TyraLq, 5712770]
[paragraph, [246.0, 549.0, 182.0, 18.0], jo77TyraLq, 5712770]
[paragraph, [36.0, 515.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [36.0, 533.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [36.0, 551.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [36.0, 569.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [36.0, 587.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [36.0, 605.0, 208.0, 18.0], tJ5CqarqCc, 5712770]
[paragraph, [248.0, 576.0, 185.0, 18.0], ggandwuJJn, 5712770]
[paragraph, [248.0, 594.0, 185.0, 18.0], ggandwuJJn, 5712770]
[paragraph, [248.0, 612.0, 185.0, 18.0], ggandwuJJn, 5712770]
[paragraph, [248.0, 630.0, 185.0, 18.0], ggandwuJJn, 5712770]
[paragraph, [39.0, 643.0, 172.0, 18.0], shoonya_2sHD5ZM5EXLQC5, 5712770]
[paragraph, [39.0, 661.0, 172.0, 18.0], shoonya_2sHD5ZM5EXLQC5, 5712770]
[paragraph, [39.0, 679.0, 172.0, 18.0], shoonya_2sHD5ZM5EXLQC5, 5712770]
[paragraph, [39.0, 697.0, 172.0, 18.0], shoonya_2sHD5ZM5EXLQC5, 5712770]
[paragraph, [250.0, 668.0, 173.0, 18.0], 915HkfxHSN, 5712770]
[paragraph, [250.0, 686.0, 173.0, 18.0], 915HkfxHSN, 5712770]
[paragraph, [250.0, 704.0, 173.0, 18.0], 915HkfxHSN, 5712770]
[contact-info, [432.0, 671.0, 151.0, 18.0], wsuyv0wcj4, 5712770]
[contact-info, [432.0, 689.0, 151.0, 18.0], wsuyv0wcj4, 5712770]
[folio, [36.0, 744.0, 72.0, 18.0], Z4A3bLMTkA, 5712770]
