[1241, 1241]
[section-title, [503.0, 450.0, 266.0, 30.0], evUi3xAX7s, 5726469]
[quote, [323.0, 520.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 538.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 556.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 574.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 592.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 610.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 628.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 646.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 664.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 682.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 700.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 718.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 736.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 754.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 772.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 790.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 808.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 826.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 844.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 862.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 880.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
[quote, [323.0, 898.0, 639.0, 18.0], BMcrcYxrD3, 5726469]
