[720, 504]
[paragraph, [47.0, 105.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 123.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 141.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 159.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 177.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 195.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 213.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 231.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [47.0, 249.0, 197.0, 18.0], shoonya_2sRPWB6TYXFP7Y, 5651048]
[paragraph, [258.0, 105.0, 197.0, 18.0], shoonya_4sEZ66MLHQU6EL, 5651048]
[paragraph, [258.0, 123.0, 197.0, 18.0], shoonya_4sEZ66MLHQU6EL, 5651048]
[paragraph, [258.0, 141.0, 197.0, 18.0], shoonya_4sEZ66MLHQU6EL, 5651048]
[paragraph, [258.0, 156.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 174.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 192.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 210.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 228.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 246.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 264.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 282.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [258.0, 300.0, 197.0, 18.0], shoonya_1sJQRTDW5YUE26, 5651048]
[paragraph, [47.0, 275.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 293.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 311.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 329.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 347.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 365.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 383.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 401.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 419.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [47.0, 437.0, 198.0, 18.0], shoonya_3sJ2QL26RP0H4G, 5651048]
[paragraph, [259.0, 327.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 345.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 363.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 381.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 399.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 417.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
[paragraph, [259.0, 435.0, 196.0, 18.0], shoonya_0sG6FHTSXWVLJ3, 5651048]
