[872, 605]
[section-title, [264.0, 32.0, 75.0, 30.0], wd2wZA7utp, 6457009]
[folio, [454.0, 32.0, 100.0, 18.0], VUe5n_CzKk, 6457009]
[paragraph, [301.0, 70.0, 250.0, 18.0], Z17U3zHI8e, 6457009]
[paragraph, [301.0, 88.0, 250.0, 18.0], Z17U3zHI8e, 6457009]
[paragraph, [51.0, 74.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 92.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 110.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 128.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 146.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 164.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 182.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 200.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [51.0, 218.0, 252.0, 18.0], 0aMWemn-Xr, 6457009]
[paragraph, [301.0, 112.0, 237.0, 18.0], t-pO705qzZ, 6457009]
[paragraph, [301.0, 130.0, 237.0, 18.0], t-pO705qzZ, 6457009]
[paragraph, [302.0, 151.0, 246.0, 18.0], 4_NWFB9hhU, 6457009]
[paragraph, [302.0, 169.0, 246.0, 18.0], 4_NWFB9hhU, 6457009]
[paragraph, [302.0, 187.0, 246.0, 18.0], 4_NWFB9hhU, 6457009]
[paragraph, [302.0, 205.0, 246.0, 18.0], 4_NWFB9hhU, 6457009]
[paragraph, [301.0, 241.0, 220.0, 18.0], EXULEYNdnT, 6457009]
[paragraph, [49.0, 248.0, 251.0, 18.0], uu14ju5fhG, 6457009]
[paragraph, [49.0, 266.0, 251.0, 18.0], uu14ju5fhG, 6457009]
[paragraph, [302.0, 264.0, 246.0, 18.0], TnqPfP-uBE, 6457009]
[paragraph, [302.0, 282.0, 246.0, 18.0], TnqPfP-uBE, 6457009]
[paragraph, [302.0, 300.0, 246.0, 18.0], TnqPfP-uBE, 6457009]
[paragraph, [302.0, 318.0, 246.0, 18.0], TnqPfP-uBE, 6457009]
