[3509, 2480]
[paragraph, [339.0, 367.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 419.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 472.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 524.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 577.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 629.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 682.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 734.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 787.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 839.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 892.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 944.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 997.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 1049.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 1102.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 1154.5, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [339.0, 1207.0, 1829.0, 52.5], shoonya_2sS14LFPIHHUOD, 5724330]
[paragraph, [344.0, 1311.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1363.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1416.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1468.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1521.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1573.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1626.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1678.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1731.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1783.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1836.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1888.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1941.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 1993.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2046.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2098.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2151.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2203.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2256.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2308.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2361.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2413.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2466.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2518.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2571.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2623.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2676.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2728.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2781.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2833.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2886.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2938.5, 1850.0, 52.5], bfyA4QCTty, 5724330]
[paragraph, [344.0, 2991.0, 1850.0, 52.5], bfyA4QCTty, 5724330]
