[2339, 1653]
[paragraph, [389.0, 198.0, 1076.0, 36.0], shoonya_4sCZK2OE6MIOM4, 5733695]
[paragraph, [389.0, 234.0, 1076.0, 36.0], shoonya_4sCZK2OE6MIOM4, 5733695]
[paragraph, [391.0, 311.0, 1070.0, 36.0], shoonya_1sB7O77G2MZCA1, 5733695]
[paragraph, [391.0, 347.0, 1070.0, 36.0], shoonya_1sB7O77G2MZCA1, 5733695]
[paragraph, [391.0, 383.0, 1070.0, 36.0], shoonya_1sB7O77G2MZCA1, 5733695]
[paragraph, [391.0, 419.0, 1070.0, 36.0], shoonya_1sB7O77G2MZCA1, 5733695]
[paragraph, [387.0, 484.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 520.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 556.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 592.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 628.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 664.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 700.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 736.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 772.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 808.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 844.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 880.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 916.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 952.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 988.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 1024.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [387.0, 1060.0, 1076.0, 36.0], shoonya_6s2D3DN242S8O2, 5733695]
[paragraph, [389.0, 1119.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1155.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1191.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1227.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1263.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1299.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1335.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1371.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [389.0, 1407.0, 1072.0, 36.0], shoonya_5sROR4IH5CUTUA, 5733695]
[paragraph, [390.0, 1448.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1484.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1520.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1556.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1592.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1628.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1664.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1700.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1736.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1772.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1808.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [390.0, 1844.0, 1071.0, 36.0], shoonya_0sYW5A3QMJOM90, 5733695]
[paragraph, [388.0, 1902.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[paragraph, [388.0, 1938.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[paragraph, [388.0, 1974.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[paragraph, [388.0, 2010.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[paragraph, [388.0, 2046.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[paragraph, [388.0, 2082.0, 1077.0, 36.0], shoonya_2sP3OZR0W8US3M, 5733695]
[folio, [858.0, 2182.0, 556.0, 36.0], shoonya_7s9L51MIRBNBLC, 5733695]
