[872, 605]
[folio, [498.0, 29.0, 58.0, 18.0], 6tVXpvbaXw, 6457199]
[paragraph, [48.0, 68.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 86.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 104.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 122.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 140.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 158.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 176.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 194.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 212.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 230.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 248.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 266.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 284.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 302.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 320.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 338.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 356.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 374.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 392.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 410.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 428.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 446.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 464.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 482.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 500.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 518.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 536.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 554.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 572.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 590.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [48.0, 608.0, 257.0, 18.0], shoonya_0sJW2NLE5MDC1R, 6457199]
[paragraph, [307.0, 69.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 87.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 105.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 123.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 141.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 159.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 177.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 195.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 213.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 231.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 249.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 267.0, 250.0, 18.0], duznR4ny90, 6457199]
[paragraph, [307.0, 285.0, 250.0, 18.0], duznR4ny90, 6457199]
