[1951, 1219]
[chapter-title, [304.0, 425.0, 543.0, 58.5], shoonya_1s4P76FLJF19PG, 5682829]
[paragraph, [123.0, 595.0, 967.0, 36.0], maXrBlnB0L, 5682829]
[paragraph, [123.0, 631.0, 967.0, 36.0], maXrBlnB0L, 5682829]
[paragraph, [123.0, 667.0, 967.0, 36.0], maXrBlnB0L, 5682829]
[paragraph, [123.0, 703.0, 967.0, 36.0], maXrBlnB0L, 5682829]
[paragraph, [190.0, 774.0, 892.0, 36.0], VIEqqmynjU, 5682829]
[paragraph, [178.0, 835.0, 839.0, 36.0], _VA64FrRdo, 5682829]
[paragraph, [119.0, 890.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 926.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 962.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 998.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1034.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1070.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1106.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1142.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1178.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1214.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1250.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [119.0, 1286.0, 968.0, 36.0], shoonya_0sB7C91A1AIZWW, 5682829]
[paragraph, [118.0, 1362.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1398.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1434.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1470.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1506.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1542.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1578.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1614.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1650.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1686.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [118.0, 1722.0, 969.0, 36.0], jwocud1EO6, 5682829]
[paragraph, [191.0, 1774.0, 895.0, 36.0], 5S63tdVMEV, 5682829]
