[1242, 850]
[chapter-title, [307.0, 59.0, 322.0, 30.0], shoonya_10sBF120DW1J4U, 5776465]
[paragraph, [155.0, 99.0, 625.0, 18.0], shoonya_3sVL8SBF97II9Y, 5776465]
[paragraph, [155.0, 117.0, 625.0, 18.0], shoonya_3sVL8SBF97II9Y, 5776465]
[paragraph, [155.0, 135.0, 625.0, 18.0], shoonya_3sVL8SBF97II9Y, 5776465]
[paragraph, [155.0, 153.0, 625.0, 18.0], shoonya_3sVL8SBF97II9Y, 5776465]
[paragraph, [155.0, 175.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 193.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 211.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 229.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 247.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 265.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 283.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 301.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 319.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 337.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 355.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [155.0, 373.0, 627.0, 18.0], shoonya_0sKMBLTL8OSOP0, 5776465]
[paragraph, [158.0, 399.0, 623.0, 18.0], shoonya_7sVFEV0N0ZBVOH, 5776465]
[paragraph, [158.0, 417.0, 623.0, 18.0], shoonya_7sVFEV0N0ZBVOH, 5776465]
[paragraph, [158.0, 447.0, 627.0, 18.0], shoonya_4sPPFCS6Q3SFCU, 5776465]
[paragraph, [158.0, 465.0, 627.0, 18.0], shoonya_4sPPFCS6Q3SFCU, 5776465]
[paragraph, [158.0, 483.0, 627.0, 18.0], shoonya_4sPPFCS6Q3SFCU, 5776465]
[paragraph, [158.0, 501.0, 627.0, 18.0], shoonya_4sPPFCS6Q3SFCU, 5776465]
[paragraph, [159.0, 527.0, 625.0, 18.0], shoonya_5s812E2QMH7CMT, 5776465]
[paragraph, [159.0, 545.0, 625.0, 18.0], shoonya_5s812E2QMH7CMT, 5776465]
[paragraph, [158.0, 569.0, 621.0, 18.0], shoonya_15sA2OCIOOVHUX, 5776465]
[paragraph, [158.0, 587.0, 621.0, 18.0], shoonya_15sA2OCIOOVHUX, 5776465]
[paragraph, [158.0, 605.0, 621.0, 18.0], shoonya_15sA2OCIOOVHUX, 5776465]
[paragraph, [157.0, 623.0, 625.0, 18.0], shoonya_8sOSYJHCFAP772, 5776465]
[paragraph, [157.0, 641.0, 625.0, 18.0], shoonya_8sOSYJHCFAP772, 5776465]
[paragraph, [157.0, 659.0, 625.0, 18.0], shoonya_8sOSYJHCFAP772, 5776465]
[paragraph, [157.0, 677.0, 625.0, 18.0], shoonya_8sOSYJHCFAP772, 5776465]
[paragraph, [158.0, 701.0, 625.0, 18.0], shoonya_13s60VVTTFTFAZ, 5776465]
[paragraph, [158.0, 719.0, 625.0, 18.0], shoonya_13s60VVTTFTFAZ, 5776465]
[paragraph, [160.0, 751.0, 624.0, 18.0], shoonya_12sCU9NLNC9RH4, 5776465]
[paragraph, [160.0, 769.0, 624.0, 18.0], shoonya_12sCU9NLNC9RH4, 5776465]
[paragraph, [160.0, 787.0, 624.0, 18.0], shoonya_12sCU9NLNC9RH4, 5776465]
[paragraph, [160.0, 805.0, 624.0, 18.0], shoonya_12sCU9NLNC9RH4, 5776465]
[paragraph, [159.0, 825.0, 623.0, 18.0], shoonya_6sGYQHXFRIO8XX, 5776465]
[paragraph, [159.0, 843.0, 623.0, 18.0], shoonya_6sGYQHXFRIO8XX, 5776465]
[paragraph, [159.0, 876.0, 626.0, 18.0], shoonya_2sSVP4057MODIK, 5776465]
[paragraph, [159.0, 894.0, 626.0, 18.0], shoonya_2sSVP4057MODIK, 5776465]
[paragraph, [159.0, 912.0, 626.0, 18.0], shoonya_2sSVP4057MODIK, 5776465]
[paragraph, [159.0, 930.0, 626.0, 18.0], shoonya_2sSVP4057MODIK, 5776465]
[paragraph, [160.0, 951.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [160.0, 969.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [160.0, 987.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [160.0, 1005.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [160.0, 1023.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [160.0, 1041.0, 626.0, 18.0], shoonya_1s1PBQVSN2XEFG, 5776465]
[paragraph, [177.0, 1075.0, 609.0, 18.0], shoonya_11sIQFMXKWKKZ3, 5776465]
