[2320, 1675]
[paragraph, [324.0, 194.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 230.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 266.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 302.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 338.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 374.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 410.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 446.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 482.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 518.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [324.0, 554.0, 1173.0, 36.0], shoonya_2s72VF2GPLYL11, 5733971]
[paragraph, [315.0, 747.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 783.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 819.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 855.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 891.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 927.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 963.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 999.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1035.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1071.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1107.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1143.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1179.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1215.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [315.0, 1251.0, 1176.0, 36.0], shoonya_0sN6MZLW4S400A, 5733971]
[paragraph, [308.0, 1331.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1367.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1403.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1439.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1475.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1511.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1547.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1583.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1619.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1655.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1691.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1727.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1763.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1799.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1835.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1871.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1907.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
[paragraph, [308.0, 1943.0, 1178.0, 36.0], shoonya_1sCQAL6YXBOM0Y, 5733971]
