[1545, 2000]
[section-title, [61.0, 58.0, 526.0, 49.5], 4HvmLY8yu-, 6490662]
[headline, [1519.0, 68.0, 300.0, 37.5], RY78HbW1Lr, 6490662]
[headline, [1519.0, 105.5, 300.0, 37.5], RY78HbW1Lr, 6490662]
[headline, [1519.0, 143.0, 300.0, 37.5], RY78HbW1Lr, 6490662]
[headline, [737.0, 71.0, 521.0, 37.5], ZgGOoHoYg1, 6490662]
[headline, [737.0, 108.5, 521.0, 37.5], ZgGOoHoYg1, 6490662]
[headline, [737.0, 146.0, 521.0, 37.5], ZgGOoHoYg1, 6490662]
[paragraph, [48.0, 145.0, 549.0, 36.0], _gG_plNOHe, 6490662]
[paragraph, [48.0, 181.0, 549.0, 36.0], _gG_plNOHe, 6490662]
[paragraph, [48.0, 217.0, 549.0, 36.0], _gG_plNOHe, 6490662]
[paragraph, [48.0, 253.0, 549.0, 36.0], _gG_plNOHe, 6490662]
[paragraph, [1391.0, 226.0, 541.0, 36.0], luieRjbb9o, 6490662]
[paragraph, [1391.0, 262.0, 541.0, 36.0], luieRjbb9o, 6490662]
[paragraph, [1391.0, 298.0, 541.0, 36.0], luieRjbb9o, 6490662]
[paragraph, [699.0, 229.0, 582.0, 36.0], BuUxPZZXE4, 6490662]
[paragraph, [699.0, 265.0, 582.0, 36.0], BuUxPZZXE4, 6490662]
[paragraph, [699.0, 301.0, 582.0, 36.0], BuUxPZZXE4, 6490662]
[paragraph, [699.0, 337.0, 582.0, 36.0], BuUxPZZXE4, 6490662]
[paragraph, [53.0, 353.0, 547.0, 36.0], NjXQiZLufj, 6490662]
[paragraph, [53.0, 389.0, 547.0, 36.0], NjXQiZLufj, 6490662]
[paragraph, [53.0, 425.0, 547.0, 36.0], NjXQiZLufj, 6490662]
[paragraph, [53.0, 461.0, 547.0, 36.0], NjXQiZLufj, 6490662]
[paragraph, [53.0, 497.0, 547.0, 36.0], NjXQiZLufj, 6490662]
[paragraph, [1379.0, 437.0, 521.0, 36.0], y-4NnkJvti, 6490662]
[paragraph, [1379.0, 473.0, 521.0, 36.0], y-4NnkJvti, 6490662]
[paragraph, [1379.0, 509.0, 521.0, 36.0], y-4NnkJvti, 6490662]
[paragraph, [1379.0, 545.0, 521.0, 36.0], y-4NnkJvti, 6490662]
[paragraph, [1379.0, 581.0, 521.0, 36.0], y-4NnkJvti, 6490662]
[paragraph, [1376.0, 679.0, 534.0, 36.0], 0MZO3dCpuz, 6490662]
[paragraph, [1376.0, 715.0, 534.0, 36.0], 0MZO3dCpuz, 6490662]
[paragraph, [1376.0, 751.0, 534.0, 36.0], 0MZO3dCpuz, 6490662]
[paragraph, [1376.0, 787.0, 534.0, 36.0], 0MZO3dCpuz, 6490662]
[unordered-list, [722.0, 687.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 723.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 759.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 795.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 831.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 867.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 903.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 939.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 975.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 1011.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 1047.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 1083.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 1119.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[unordered-list, [722.0, 1155.0, 447.0, 36.0], 3zC6oRF0xs, 6490662]
[section-title, [22.0, 834.0, 587.0, 49.5], zYT__j83Xr, 6490662]
[section-title, [22.0, 883.5, 587.0, 49.5], zYT__j83Xr, 6490662]
[paragraph, [1391.0, 913.0, 506.0, 36.0], K6D0OdFm3R, 6490662]
[paragraph, [1391.0, 949.0, 506.0, 36.0], K6D0OdFm3R, 6490662]
[paragraph, [1391.0, 985.0, 506.0, 36.0], K6D0OdFm3R, 6490662]
[paragraph, [1391.0, 1021.0, 506.0, 36.0], K6D0OdFm3R, 6490662]
[paragraph, [1391.0, 1057.0, 506.0, 36.0], K6D0OdFm3R, 6490662]
[author, [422.0, 1002.0, 162.0, 36.0], BgtqR750aO, 6490662]
[author, [422.0, 1038.0, 162.0, 36.0], BgtqR750aO, 6490662]
[paragraph, [379.0, 1196.0, 249.0, 36.0], u0WerCfGPj, 6490662]
[paragraph, [379.0, 1232.0, 249.0, 36.0], u0WerCfGPj, 6490662]
[paragraph, [717.0, 1229.0, 559.0, 36.0], PgNM0L3LtC, 6490662]
[paragraph, [717.0, 1265.0, 559.0, 36.0], PgNM0L3LtC, 6490662]
[footnote, [671.0, 1476.0, 438.0, 36.0], bbJ1GbDuFw, 6490662]
[website-link, [879.0, 1485.0, 216.0, 18.0], Uq3D_Ix0in, 6490662]
[website-link, [879.0, 1503.0, 216.0, 18.0], Uq3D_Ix0in, 6490662]
