[2339, 1654]
[chapter-title, [526.0, 60.0, 640.0, 70.5], shoonya_1s3XMVNTNNNTM9, 5750797]
[paragraph, [116.0, 244.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 280.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 316.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 352.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 388.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 424.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 460.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 496.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 532.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 568.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [116.0, 604.0, 1492.0, 36.0], ozXDyfV-SC, 5750797]
[paragraph, [252.0, 629.0, 1187.0, 36.0], uKUrFg0-1U, 5750797]
[paragraph, [252.0, 665.0, 1187.0, 36.0], uKUrFg0-1U, 5750797]
[paragraph, [252.0, 701.0, 1187.0, 36.0], uKUrFg0-1U, 5750797]
[paragraph, [252.0, 737.0, 1187.0, 36.0], uKUrFg0-1U, 5750797]
[paragraph, [252.0, 773.0, 1187.0, 36.0], uKUrFg0-1U, 5750797]
[reference, [1001.0, 850.0, 413.0, 36.0], shoonya_2sZSQSYHBE7Y6A, 5750797]
[paragraph, [129.0, 900.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 936.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 972.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1008.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1044.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1080.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1116.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1152.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1188.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1224.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1260.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1296.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1332.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1368.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1404.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1440.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1476.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1512.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [129.0, 1548.0, 1464.0, 36.0], shoonya_0sFY27KIETGU1Q, 5750797]
[paragraph, [132.0, 1622.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1658.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1694.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1730.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1766.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1802.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1838.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1874.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1910.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
[paragraph, [132.0, 1946.0, 1450.0, 36.0], shoonya_3s0M75BUL9IGTU, 5750797]
