[679, 512]
[paragraph, [99.0, 53.0, 357.0, 18.0], QGwTgzB6jq, 6495675]
[ordered-list, [80.0, 80.0, 376.0, 18.0], V8U7uV-obN, 6495675]
[ordered-list, [80.0, 98.0, 376.0, 18.0], V8U7uV-obN, 6495675]
[ordered-list, [80.0, 116.0, 376.0, 18.0], V8U7uV-obN, 6495675]
[ordered-list, [56.0, 135.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 153.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 171.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 189.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 207.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 225.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 243.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 261.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 279.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 297.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 315.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 333.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 351.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 369.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 387.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 405.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 423.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 441.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 459.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 477.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 495.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 513.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 531.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 549.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 567.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[ordered-list, [56.0, 585.0, 411.0, 18.0], D0V0GgqWto, 6495675]
[sub-ordered-list, [80.0, 346.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [80.0, 364.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [80.0, 382.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [80.0, 400.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [80.0, 418.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [80.0, 436.0, 378.0, 18.0], 4IbRMk4y0W, 6495675]
[sub-ordered-list, [81.0, 458.0, 378.0, 18.0], r1QYY6onnY, 6495675]
[sub-ordered-list, [81.0, 476.0, 378.0, 18.0], r1QYY6onnY, 6495675]
[sub-ordered-list, [81.0, 494.0, 378.0, 18.0], r1QYY6onnY, 6495675]
[sub-ordered-list, [81.0, 512.0, 378.0, 18.0], r1QYY6onnY, 6495675]
[sub-ordered-list, [81.0, 530.0, 378.0, 18.0], r1QYY6onnY, 6495675]
[sub-ordered-list, [81.0, 556.0, 376.0, 18.0], lT8_4KHhyb, 6495675]
[sub-ordered-list, [81.0, 574.0, 376.0, 18.0], lT8_4KHhyb, 6495675]
[sub-ordered-list, [81.0, 592.0, 376.0, 18.0], lT8_4KHhyb, 6495675]
