[2339, 1653]
[paragraph, [329.0, 164.0, 271.0, 36.0], shoonya_5s7H8TEAMNBBQI, 5734009]
[paragraph, [327.0, 220.0, 1134.0, 36.0], shoonya_2sMKQQWLFPKDBH, 5734009]
[paragraph, [327.0, 256.0, 1134.0, 36.0], shoonya_2sMKQQWLFPKDBH, 5734009]
[paragraph, [327.0, 292.0, 1134.0, 36.0], shoonya_2sMKQQWLFPKDBH, 5734009]
[paragraph, [327.0, 328.0, 1134.0, 36.0], shoonya_2sMKQQWLFPKDBH, 5734009]
[paragraph, [327.0, 364.0, 1134.0, 36.0], shoonya_2sMKQQWLFPKDBH, 5734009]
[paragraph, [326.0, 440.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 476.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 512.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 548.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 584.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 620.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 656.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 692.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 728.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 764.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 800.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 836.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 872.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 908.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 944.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [326.0, 980.0, 1136.0, 36.0], shoonya_1s8LV3H62DETAE, 5734009]
[paragraph, [325.0, 1058.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1094.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1130.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1166.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1202.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1238.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1274.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1310.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1346.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1382.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1418.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1454.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1490.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1526.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1562.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1598.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1634.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1670.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1706.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1742.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1778.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [325.0, 1814.0, 1133.0, 36.0], shoonya_0sVA8M8R0BQS55, 5734009]
[paragraph, [324.0, 1888.0, 1139.0, 36.0], shoonya_3sYUI8W9FNB4S7, 5734009]
[paragraph, [324.0, 1924.0, 1139.0, 36.0], shoonya_3sYUI8W9FNB4S7, 5734009]
[paragraph, [324.0, 1960.0, 1139.0, 36.0], shoonya_3sYUI8W9FNB4S7, 5734009]
[paragraph, [324.0, 1996.0, 1139.0, 36.0], shoonya_3sYUI8W9FNB4S7, 5734009]
[paragraph, [324.0, 2032.0, 1139.0, 36.0], shoonya_3sYUI8W9FNB4S7, 5734009]
[folio, [1095.0, 2158.0, 302.0, 36.0], shoonya_6sWG8Z7AR6T2OP, 5734009]
