[1806, 1262]
[chapter-title, [398.0, 343.0, 492.0, 58.5], shoonya_4sMHVRV75E71LZ, 5681796]
[author, [524.0, 469.0, 223.0, 36.0], shoonya_6s1MUVOIRZ3LZP, 5681796]
[paragraph, [644.0, 540.0, 516.0, 36.0], shoonya_8sUZ9BG3XVFADN, 5681796]
[paragraph, [644.0, 576.0, 516.0, 36.0], shoonya_8sUZ9BG3XVFADN, 5681796]
[paragraph, [90.0, 549.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 585.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 621.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 657.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 693.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 729.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 765.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 801.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 837.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 873.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 909.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 945.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 981.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 1017.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 1053.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 1089.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
[paragraph, [90.0, 1125.0, 522.0, 36.0], shoonya_0sG6FX4FYKAJNI, 5681796]
