[2339, 1656]
[paragraph, [63.0, 101.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 137.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 173.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 209.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 245.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 281.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 317.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 353.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 389.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 425.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 461.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 497.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 533.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 569.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 605.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 641.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 677.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 713.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 749.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 785.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 821.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 857.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 893.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 929.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 965.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1001.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1037.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1073.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1109.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1145.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1181.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1217.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1253.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [63.0, 1289.0, 709.0, 36.0], shoonya_3sYFO984816D4S, 5749737]
[paragraph, [797.0, 105.0, 704.0, 36.0], shoonya_4s1P4E81976D7P, 5749737]
[paragraph, [797.0, 141.0, 704.0, 36.0], shoonya_4s1P4E81976D7P, 5749737]
[paragraph, [797.0, 177.0, 704.0, 36.0], shoonya_4s1P4E81976D7P, 5749737]
[paragraph, [797.0, 213.0, 704.0, 36.0], shoonya_4s1P4E81976D7P, 5749737]
[paragraph, [919.0, 269.0, 459.0, 36.0], lkuXZG0ecE, 5749737]
[paragraph, [919.0, 305.0, 459.0, 36.0], lkuXZG0ecE, 5749737]
[paragraph, [919.0, 341.0, 459.0, 36.0], lkuXZG0ecE, 5749737]
[paragraph, [795.0, 426.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 462.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 498.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 534.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 570.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 606.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 642.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 678.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 714.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 750.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 786.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 822.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 858.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 894.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 930.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 966.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1002.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1038.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1074.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1110.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1146.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1182.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1218.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1254.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [795.0, 1290.0, 709.0, 36.0], shoonya_1s5ODIOJ9Q4VUQ, 5749737]
[paragraph, [800.0, 1330.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1366.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1402.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1438.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1474.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1510.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1546.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1582.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1618.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1654.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1690.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1726.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1762.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1798.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1834.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1870.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1906.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1942.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
[paragraph, [800.0, 1978.0, 708.0, 36.0], shoonya_0sX2XTG012GHPZ, 5749737]
