[1447, 1063]
[folio, [441.0, 53.0, 207.0, 18.0], DtwByu87lt, 5762738]
[section-title, [118.0, 115.0, 434.0, 30.0], mxmF3_afLT, 5762738]
[contact-info, [116.0, 168.0, 434.0, 18.0], CAmXLlcmBr, 5762738]
[contact-info, [116.0, 186.0, 434.0, 18.0], CAmXLlcmBr, 5762738]
[contact-info, [116.0, 204.0, 434.0, 18.0], CAmXLlcmBr, 5762738]
[contact-info, [116.0, 222.0, 434.0, 18.0], CAmXLlcmBr, 5762738]
[contact-info, [124.0, 260.0, 420.0, 18.0], I9hKxFg3cm, 5762738]
[contact-info, [124.0, 278.0, 420.0, 18.0], I9hKxFg3cm, 5762738]
[contact-info, [124.0, 296.0, 420.0, 18.0], I9hKxFg3cm, 5762738]
[contact-info, [124.0, 314.0, 420.0, 18.0], I9hKxFg3cm, 5762738]
[contact-info, [556.0, 301.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 319.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 337.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 355.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 373.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 391.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [556.0, 409.0, 373.0, 18.0], IPM5wnx4UR, 5762738]
[contact-info, [121.0, 350.0, 418.0, 18.0], wNUdpaVX72, 5762738]
[contact-info, [121.0, 368.0, 418.0, 18.0], wNUdpaVX72, 5762738]
[contact-info, [129.0, 407.0, 412.0, 18.0], snmKXyJfnH, 5762738]
[contact-info, [129.0, 425.0, 412.0, 18.0], snmKXyJfnH, 5762738]
[contact-info, [129.0, 443.0, 412.0, 18.0], snmKXyJfnH, 5762738]
[contact-info, [129.0, 461.0, 412.0, 18.0], snmKXyJfnH, 5762738]
[contact-info, [559.0, 451.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 469.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 487.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 505.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 523.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 541.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [559.0, 559.0, 363.0, 18.0], qjeUunpyY4, 5762738]
[contact-info, [121.0, 492.0, 423.0, 18.0], MHghOlr9LZ, 5762738]
[contact-info, [121.0, 510.0, 423.0, 18.0], MHghOlr9LZ, 5762738]
[contact-info, [121.0, 528.0, 423.0, 18.0], MHghOlr9LZ, 5762738]
[contact-info, [121.0, 546.0, 423.0, 18.0], MHghOlr9LZ, 5762738]
[contact-info, [124.0, 589.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [124.0, 607.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [124.0, 625.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [124.0, 643.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [124.0, 661.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [124.0, 679.0, 421.0, 18.0], 2gGGMVehcI, 5762738]
[contact-info, [562.0, 592.0, 364.0, 18.0], V6KrrxuCUK, 5762738]
[contact-info, [562.0, 610.0, 364.0, 18.0], V6KrrxuCUK, 5762738]
[contact-info, [562.0, 628.0, 364.0, 18.0], V6KrrxuCUK, 5762738]
[contact-info, [562.0, 646.0, 364.0, 18.0], V6KrrxuCUK, 5762738]
[contact-info, [562.0, 664.0, 364.0, 18.0], V6KrrxuCUK, 5762738]
[section-title, [350.0, 744.0, 372.0, 30.0], shoonya_2sB3HU562WKP9E, 5762738]
[paragraph, [151.0, 797.0, 775.0, 18.0], SGU3QU3pqI, 5762738]
[paragraph, [151.0, 815.0, 775.0, 18.0], SGU3QU3pqI, 5762738]
[paragraph, [151.0, 833.0, 775.0, 18.0], SGU3QU3pqI, 5762738]
[paragraph, [151.0, 851.0, 775.0, 18.0], SGU3QU3pqI, 5762738]
[paragraph, [151.0, 869.0, 775.0, 18.0], SGU3QU3pqI, 5762738]
[contact-info, [244.0, 1187.0, 580.0, 18.0], XfXd02VXii, 5762738]
[contact-info, [244.0, 1205.0, 580.0, 18.0], XfXd02VXii, 5762738]
[contact-info, [244.0, 1223.0, 580.0, 18.0], XfXd02VXii, 5762738]
[contact-info, [244.0, 1241.0, 580.0, 18.0], XfXd02VXii, 5762738]
[contact-info, [244.0, 1259.0, 580.0, 18.0], XfXd02VXii, 5762738]
[contact-info, [244.0, 1277.0, 580.0, 18.0], XfXd02VXii, 5762738]
[website-link, [378.0, 1271.0, 310.0, 18.0], VjuYPFhfT2, 5762738]
