[1806, 1262]
[chapter-title, [248.0, 381.0, 762.0, 58.5], shoonya_3sK2BWI5KZTUQH, 5681005]
[chapter-title, [248.0, 439.5, 762.0, 58.5], shoonya_3sK2BWI5KZTUQH, 5681005]
[author, [515.0, 583.0, 195.0, 36.0], shoonya_5sH63IU3KC62MI, 5681005]
[paragraph, [102.0, 654.0, 500.0, 36.0], shoonya_2sT77NVIX2A7ZC, 5681005]
[paragraph, [102.0, 690.0, 500.0, 36.0], shoonya_2sT77NVIX2A7ZC, 5681005]
[paragraph, [102.0, 726.0, 500.0, 36.0], shoonya_2sT77NVIX2A7ZC, 5681005]
[paragraph, [102.0, 762.0, 500.0, 36.0], shoonya_2sT77NVIX2A7ZC, 5681005]
[paragraph, [649.0, 663.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 699.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 735.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 771.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 807.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 843.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 879.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 915.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [649.0, 951.0, 507.0, 36.0], shoonya_1sQZJYNELKBVEJ, 5681005]
[paragraph, [97.0, 808.0, 504.0, 36.0], g2IIhbk5l1, 5681005]
[paragraph, [97.0, 844.0, 504.0, 36.0], g2IIhbk5l1, 5681005]
[paragraph, [97.0, 880.0, 504.0, 36.0], g2IIhbk5l1, 5681005]
[paragraph, [97.0, 916.0, 504.0, 36.0], g2IIhbk5l1, 5681005]
[paragraph, [97.0, 952.0, 504.0, 36.0], g2IIhbk5l1, 5681005]
[paragraph, [653.0, 1021.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1057.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1093.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1129.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1165.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1201.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1237.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1273.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1309.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1345.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [653.0, 1381.0, 498.0, 36.0], shoonya_0sYN9EZ0MNPJ4J, 5681005]
[paragraph, [100.0, 1025.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1061.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1097.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1133.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1169.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1205.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1241.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1277.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1313.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1349.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1385.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1421.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1457.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1493.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1529.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1565.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1601.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [100.0, 1637.0, 505.0, 36.0], kUb1XJ9xd2, 5681005]
[paragraph, [649.0, 1513.0, 504.0, 36.0], shoonya_6s5EMCWYJZOXWL, 5681005]
[paragraph, [649.0, 1549.0, 504.0, 36.0], shoonya_6s5EMCWYJZOXWL, 5681005]
[paragraph, [649.0, 1585.0, 504.0, 36.0], shoonya_6s5EMCWYJZOXWL, 5681005]
[paragraph, [649.0, 1621.0, 504.0, 36.0], shoonya_6s5EMCWYJZOXWL, 5681005]
[paragraph, [649.0, 1657.0, 504.0, 36.0], shoonya_6s5EMCWYJZOXWL, 5681005]
