[2200, 1700]
[section-title, [288.0, 232.0, 285.0, 52.5], shoonya_2s4IY0D17XZ52D, 5686368]
[paragraph, [278.0, 313.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 349.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 385.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 421.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 457.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 493.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 529.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 565.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 601.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 637.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 673.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 709.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 745.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 781.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 817.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 853.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 889.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 925.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 961.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 997.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1033.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1069.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1105.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1141.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1177.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1213.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1249.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1285.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1321.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1357.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1393.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1429.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1465.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
[paragraph, [278.0, 1501.0, 1140.0, 36.0], shoonya_0sDHT908KFTPFB, 5686368]
