[1806, 1262]
[folio, [159.0, 102.0, 503.0, 36.0], shoonya_6sYLHLGJ9V77PH, 5681766]
[paragraph, [657.0, 177.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 213.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 249.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 285.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 321.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 357.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 393.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 429.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [657.0, 465.0, 494.0, 36.0], shoonya_2sKKTO1PA9CJ53, 5681766]
[paragraph, [93.0, 179.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 215.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 251.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 287.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 323.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 359.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 395.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 431.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 467.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 503.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 539.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 575.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 611.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 647.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 683.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 719.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 755.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 791.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 827.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 863.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 899.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 935.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 971.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 1007.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 1043.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[paragraph, [93.0, 1079.0, 501.0, 36.0], shoonya_1sMW99HAKJA5AV, 5681766]
[quote, [658.0, 514.0, 491.0, 36.0], shoonya_8sWD2DMWSTQQKC, 5681766]
[paragraph, [652.0, 622.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 658.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 694.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 730.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 766.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 802.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 838.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 874.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 910.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 946.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 982.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1018.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1054.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1090.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1126.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1162.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1198.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1234.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [652.0, 1270.0, 510.0, 36.0], shoonya_0sQNIJS6AQMYGC, 5681766]
[paragraph, [103.0, 1130.0, 492.0, 36.0], shoonya_5s2JH07GNOMECI, 5681766]
[paragraph, [103.0, 1166.0, 492.0, 36.0], shoonya_5s2JH07GNOMECI, 5681766]
[paragraph, [103.0, 1202.0, 492.0, 36.0], shoonya_5s2JH07GNOMECI, 5681766]
[paragraph, [103.0, 1238.0, 492.0, 36.0], shoonya_5s2JH07GNOMECI, 5681766]
[paragraph, [105.0, 1311.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1347.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1383.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1419.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1455.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1491.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1527.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [105.0, 1563.0, 492.0, 36.0], shoonya_4s3P0W76PI0RHI, 5681766]
[paragraph, [659.0, 1344.0, 500.0, 36.0], 0CWJwIEEiQ, 5681766]
[paragraph, [658.0, 1417.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1453.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1489.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1525.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1561.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1597.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1633.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [658.0, 1669.0, 504.0, 36.0], ZtrGVwViGv, 5681766]
[paragraph, [108.0, 1636.0, 490.0, 36.0], shoonya_3s5PD0F67GDBEU, 5681766]
