[1725, 2513]
[flag, [1363.0, 75.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 111.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 147.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 183.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 219.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 255.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 291.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[flag, [1363.0, 327.0, 1023.0, 36.0], 3_ARS88Pto, 5771889]
[folio, [78.0, 91.0, 201.0, 36.0], WEFvj3A8dq, 5771889]
[folio, [1886.0, 267.0, 421.0, 36.0], 1t7dODdAfm, 5771889]
[figure-caption, [877.0, 269.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 305.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 341.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 377.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 413.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 449.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 485.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 521.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 557.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 593.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 629.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 665.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 701.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 737.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 773.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 809.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 845.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 881.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 917.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 953.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 989.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1025.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1061.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1097.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1133.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1169.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1205.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1241.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1277.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1313.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1349.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1385.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1421.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[figure-caption, [877.0, 1457.0, 327.0, 36.0], shoonya_0sA5NIVADF5BD6, 5771889]
[section-title, [1382.0, 424.0, 932.0, 49.5], XeVm78UN59, 5771889]
[section-title, [1382.0, 473.5, 932.0, 49.5], XeVm78UN59, 5771889]
[section-title, [1382.0, 523.0, 932.0, 49.5], XeVm78UN59, 5771889]
[section-title, [1382.0, 572.5, 932.0, 49.5], XeVm78UN59, 5771889]
[figure-caption, [1354.0, 1290.0, 1054.0, 36.0], fWh7No35iN, 5771889]
[figure-caption, [1354.0, 1326.0, 1054.0, 36.0], fWh7No35iN, 5771889]
[figure-caption, [1354.0, 1362.0, 1054.0, 36.0], fWh7No35iN, 5771889]
[figure-caption, [1354.0, 1398.0, 1054.0, 36.0], fWh7No35iN, 5771889]
[figure-caption, [1354.0, 1434.0, 1054.0, 36.0], fWh7No35iN, 5771889]
[figure-caption, [1354.0, 1470.0, 1054.0, 36.0], fWh7No35iN, 5771889]
