[1518, 1075]
[author, [339.0, 171.0, 358.0, 36.0], shoonya_10sUUNZ85CR0RF, 5722553]
[headline, [331.0, 260.0, 359.0, 37.5], shoonya_5sA6VDISY435DU, 5722553]
[headline, [331.0, 297.5, 359.0, 37.5], shoonya_5sA6VDISY435DU, 5722553]
[folio, [331.0, 346.0, 562.0, 36.0], hGgv8Sy_ef, 5722553]
[paragraph, [550.0, 440.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 476.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 512.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 548.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 584.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 620.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 656.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 692.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 728.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 764.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 800.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 836.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 872.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 908.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [550.0, 944.0, 441.0, 36.0], shoonya_0s8Y9K0D4IKTTL, 5722553]
[paragraph, [108.0, 442.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 478.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 514.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 550.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 586.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 622.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 658.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [108.0, 694.0, 436.0, 36.0], shoonya_1s6OUL5PAIPEJP, 5722553]
[paragraph, [110.0, 767.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 803.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 839.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 875.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 911.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 947.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 983.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 1019.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 1055.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 1091.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [110.0, 1127.0, 436.0, 36.0], shoonya_2sWO2GCJN2F2BA, 5722553]
[paragraph, [550.0, 990.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1026.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1062.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1098.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1134.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1170.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1206.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1242.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [550.0, 1278.0, 441.0, 36.0], shoonya_3s230M3XFXF5FP, 5722553]
[paragraph, [108.0, 1175.0, 437.0, 36.0], shoonya_8sY9YIWIZXAOWS, 5722553]
[paragraph, [108.0, 1211.0, 437.0, 36.0], shoonya_8sY9YIWIZXAOWS, 5722553]
[paragraph, [108.0, 1247.0, 437.0, 36.0], shoonya_8sY9YIWIZXAOWS, 5722553]
[paragraph, [108.0, 1283.0, 437.0, 36.0], shoonya_8sY9YIWIZXAOWS, 5722553]
[paragraph, [597.0, 1311.0, 397.0, 36.0], shoonya_11sOECDMIGB1C0, 5722553]
[folio, [248.0, 1342.0, 595.0, 36.0], ZDw_BlC5Wu, 5722553]
[folio, [191.0, 1382.0, 301.0, 36.0], _QVLLRnAPH, 5722553]
