[2200, 1700]
[paragraph, [372.0, 117.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 153.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 189.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 225.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 261.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 297.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [372.0, 333.0, 1133.0, 36.0], shoonya_2sWF7XGQ80QIJP, 5734212]
[paragraph, [374.0, 414.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 450.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 486.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 522.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 558.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 594.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 630.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 666.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 702.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 738.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 774.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 810.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 846.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 882.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 918.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 954.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 990.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 1026.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 1062.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 1098.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [374.0, 1134.0, 1132.0, 36.0], shoonya_0sUZ3ZHAOMUXPP, 5734212]
[paragraph, [372.0, 1219.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1255.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1291.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1327.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1363.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1399.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1435.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1471.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1507.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1543.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1579.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1615.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1651.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1687.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1723.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1759.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1795.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1831.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1867.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1903.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1939.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 1975.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
[paragraph, [372.0, 2011.0, 1134.0, 36.0], shoonya_1sQ1N99O53PDXR, 5734212]
