[1290, 725]
[folio, [16.0, 32.0, 117.0, 18.0], shoonya_0sCMZMXBAWNHWZ, 5781789]
[folio, [16.0, 50.0, 117.0, 18.0], shoonya_0sCMZMXBAWNHWZ, 5781789]
[folio, [16.0, 68.0, 117.0, 18.0], shoonya_0sCMZMXBAWNHWZ, 5781789]
[section-title, [56.0, 98.0, 581.0, 30.0], HoIWs_VdRo, 5781789]
[ordered-list, [5.0, 136.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 154.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 172.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 190.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 208.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 226.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 244.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 262.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 280.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 298.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 316.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 334.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 352.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 370.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 388.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 406.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 424.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 442.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 460.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 478.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 496.0, 677.0, 18.0], 9CBLSHRKeG, 5781789]
[ordered-list, [5.0, 519.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 537.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 555.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 573.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 591.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 609.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 627.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 645.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[ordered-list, [5.0, 663.0, 680.0, 18.0], 7rMMWzY9n6, 5781789]
[sub-ordered-list, [15.0, 546.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 564.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 582.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 600.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 618.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 636.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[sub-ordered-list, [15.0, 654.0, 666.0, 18.0], _N7x89jwB4, 5781789]
[ordered-list, [2.0, 696.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 714.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 732.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 750.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 768.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 786.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 804.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 822.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 840.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 858.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 876.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 894.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 912.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 930.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 948.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 966.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 984.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1002.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1020.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1038.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1056.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1074.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1092.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1110.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1128.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1146.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1164.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[ordered-list, [2.0, 1182.0, 681.0, 18.0], pGPaMyywzA, 5781789]
[sub-ordered-list, [0.0, 735.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 753.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 771.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 789.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 807.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 825.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 843.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 861.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 879.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 897.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 915.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 933.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 951.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 969.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 987.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1005.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1023.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1041.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1059.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1077.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1095.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1113.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1131.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1149.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1167.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[sub-ordered-list, [0.0, 1185.0, 685.0, 18.0], o4z1AOwxoe, 5781789]
[subsub-ordered-list, [7.0, 789.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 807.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 825.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 843.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 861.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 879.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 897.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 915.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 933.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [7.0, 951.0, 675.0, 18.0], WMaBGU2u9e, 5781789]
[subsub-ordered-list, [5.0, 1087.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1105.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1123.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1141.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1159.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1177.0, 681.0, 18.0], AiSezp2zsF, 5781789]
[subsub-ordered-list, [5.0, 1195.0, 681.0, 18.0], AiSezp2zsF, 5781789]
