[1806, 1262]
[folio, [153.0, 100.0, 508.0, 36.0], shoonya_6sOUQK5595MACQ, 5680735]
[paragraph, [635.0, 176.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 212.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 248.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 284.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 320.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 356.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 392.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 428.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [635.0, 464.0, 520.0, 36.0], shoonya_4sACRZLV4R5ZVM, 5680735]
[paragraph, [97.0, 179.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [97.0, 215.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [97.0, 251.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [97.0, 287.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [97.0, 323.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [97.0, 359.0, 506.0, 36.0], shoonya_5sYR3DCELASOGS, 5680735]
[paragraph, [102.0, 395.0, 504.0, 36.0], IFvPPXCuOZ, 5680735]
[paragraph, [102.0, 431.0, 504.0, 36.0], IFvPPXCuOZ, 5680735]
[paragraph, [97.0, 469.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [97.0, 505.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [97.0, 541.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [97.0, 577.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [97.0, 613.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [97.0, 649.0, 506.0, 36.0], GHFb4CSgF7, 5680735]
[paragraph, [643.0, 515.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 551.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 587.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 623.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 659.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 695.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 731.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 767.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 803.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 839.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [643.0, 875.0, 514.0, 36.0], shoonya_1sW4324E16L1TF, 5680735]
[paragraph, [100.0, 704.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 740.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 776.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 812.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 848.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 884.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 920.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 956.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 992.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1028.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1064.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1100.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1136.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1172.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1208.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [100.0, 1244.0, 506.0, 36.0], shoonya_0sAQLKHYDZJVCT, 5680735]
[paragraph, [642.0, 925.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 961.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 997.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1033.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1069.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1105.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1141.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1177.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1213.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1249.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1285.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [642.0, 1321.0, 514.0, 36.0], etlBEA-VPF, 5680735]
[paragraph, [101.0, 1295.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1331.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1367.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1403.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
[paragraph, [101.0, 1439.0, 502.0, 36.0], shoonya_2sMM0WEYT57PI8, 5680735]
