[2339, 1653]
[paragraph, [120.0, 161.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 197.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 233.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 269.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 305.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 341.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 377.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 413.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 449.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 485.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 521.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 557.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 593.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 629.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 665.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 701.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 737.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 773.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 809.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 845.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 881.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 917.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 953.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 989.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 1025.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [120.0, 1061.0, 1416.0, 36.0], shoonya_1sC9VA6NW2DP6E, 5751084]
[paragraph, [119.0, 1125.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1161.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1197.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1233.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1269.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1305.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1341.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1377.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1413.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1449.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1485.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1521.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1557.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1593.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [119.0, 1629.0, 1411.0, 36.0], tfI7XcSRvc, 5751084]
[paragraph, [117.0, 1705.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1741.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1777.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1813.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1849.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1885.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1921.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1957.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 1993.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 2029.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 2065.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
[paragraph, [117.0, 2101.0, 1413.0, 36.0], pMK7zz9Yko, 5751084]
