[612, 792]
[section-title, [350.0, 60.0, 110.0, 30.0], K7F8kry2DO, 6533829]
[paragraph, [67.0, 114.0, 654.0, 18.0], shoonya_0sAIE9T0IMMETY, 6533829]
[paragraph, [67.0, 132.0, 654.0, 18.0], shoonya_0sAIE9T0IMMETY, 6533829]
[paragraph, [67.0, 150.0, 654.0, 18.0], shoonya_0sAIE9T0IMMETY, 6533829]
[paragraph, [67.0, 168.0, 654.0, 18.0], shoonya_0sAIE9T0IMMETY, 6533829]
[paragraph, [63.0, 194.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 212.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 230.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 248.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 266.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 284.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 302.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 320.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 338.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 356.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 374.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 392.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 410.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 428.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 446.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 464.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[paragraph, [63.0, 482.0, 660.0, 18.0], g4fkQY2Yny, 6533829]
[folio, [338.0, 539.0, 95.0, 18.0], mJis1DsQWc, 6533829]
