[2094, 1567]
[contact-info, [827.0, 94.0, 709.0, 36.0], GJB8AeSRRU, 5713046]
[contact-info, [827.0, 130.0, 709.0, 36.0], GJB8AeSRRU, 5713046]
[contact-info, [73.0, 106.0, 733.0, 36.0], TDo6JTLKok, 5713046]
[contact-info, [73.0, 142.0, 733.0, 36.0], TDo6JTLKok, 5713046]
[paragraph, [1057.0, 235.0, 486.0, 36.0], Il9GFZUVAE, 5713046]
[paragraph, [1057.0, 271.0, 486.0, 36.0], Il9GFZUVAE, 5713046]
[paragraph, [1057.0, 307.0, 486.0, 36.0], Il9GFZUVAE, 5713046]
[paragraph, [1057.0, 343.0, 486.0, 36.0], Il9GFZUVAE, 5713046]
[paragraph, [1057.0, 379.0, 486.0, 36.0], Il9GFZUVAE, 5713046]
[paragraph, [356.0, 250.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 286.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 322.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 358.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 394.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 430.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 466.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 502.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 538.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [356.0, 574.0, 450.0, 36.0], shoonya_9sOHA4O8JLEHEZ, 5713046]
[paragraph, [1057.0, 455.0, 481.0, 36.0], shoonya_10sP2XHTN9JMC4, 5713046]
[paragraph, [1057.0, 491.0, 481.0, 36.0], shoonya_10sP2XHTN9JMC4, 5713046]
[paragraph, [1057.0, 527.0, 481.0, 36.0], shoonya_10sP2XHTN9JMC4, 5713046]
[paragraph, [1057.0, 563.0, 481.0, 36.0], shoonya_10sP2XHTN9JMC4, 5713046]
[paragraph, [81.0, 633.0, 722.0, 36.0], shoonya_4sXTDUJA1VBF8K, 5713046]
[paragraph, [81.0, 669.0, 722.0, 36.0], shoonya_4sXTDUJA1VBF8K, 5713046]
[paragraph, [81.0, 705.0, 722.0, 36.0], shoonya_4sXTDUJA1VBF8K, 5713046]
[paragraph, [81.0, 741.0, 722.0, 36.0], shoonya_4sXTDUJA1VBF8K, 5713046]
[paragraph, [81.0, 777.0, 722.0, 36.0], shoonya_4sXTDUJA1VBF8K, 5713046]
[paragraph, [812.0, 635.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 671.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 707.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 743.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 779.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 815.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
[paragraph, [812.0, 851.0, 729.0, 36.0], shoonya_8sEI7ORWIWJEAD, 5713046]
