[1388, 886]
[folio, [650.0, 57.0, 202.0, 18.0], shoonya_3s352OM3FO4ZKS, 5742918]
[folio, [386.0, 60.0, 132.0, 18.0], shoonya_2sN8IQHBC2BJI7, 5742918]
[paragraph, [456.0, 109.0, 386.0, 18.0], svKYnpkP3Q, 5742918]
[paragraph, [456.0, 127.0, 386.0, 18.0], svKYnpkP3Q, 5742918]
[paragraph, [456.0, 145.0, 386.0, 18.0], svKYnpkP3Q, 5742918]
[paragraph, [456.0, 163.0, 386.0, 18.0], svKYnpkP3Q, 5742918]
[paragraph, [38.0, 118.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 136.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 154.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 172.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 190.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 208.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [38.0, 226.0, 393.0, 18.0], 7Ed6HBAS6O, 5742918]
[paragraph, [455.0, 202.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 220.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 238.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 256.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 274.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 292.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 310.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 328.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 346.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 364.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 382.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 400.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 418.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 436.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 454.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 472.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 490.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 508.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 526.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 544.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 562.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 580.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 598.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 616.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 634.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 652.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 670.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 688.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 706.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 724.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 742.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [455.0, 760.0, 394.0, 18.0], shoonya_0s3P7H4H6M3A84, 5742918]
[paragraph, [30.0, 268.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 286.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 304.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 322.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 340.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 358.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 376.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 394.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 412.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 430.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 448.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 466.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 484.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 502.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 520.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 538.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 556.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 574.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 592.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 610.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 628.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 646.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 664.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 682.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [30.0, 700.0, 404.0, 18.0], r6yaFGs0se, 5742918]
[paragraph, [33.0, 722.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 740.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 758.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 776.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 794.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 812.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 830.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 848.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 866.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 884.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 902.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 920.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 938.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 956.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 974.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 992.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1010.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1028.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1046.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1064.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1082.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1100.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1118.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1136.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1154.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1172.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [33.0, 1190.0, 405.0, 18.0], e9K1jt7GvY, 5742918]
[paragraph, [448.0, 790.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
[paragraph, [448.0, 808.0, 396.0, 18.0], shoonya_1s9QWX4MOYXBYI, 5742918]
