[842, 595]
[chapter-title, [148.0, 70.0, 315.0, 30.0], ul4Pqwe3wN, 5774278]
[ordered-list, [43.0, 138.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 156.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 174.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 192.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 210.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 228.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 246.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 264.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 282.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 300.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 318.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 336.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 354.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 372.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 390.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 408.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 426.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 444.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 462.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 480.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 498.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 516.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 534.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 552.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 570.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 588.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 606.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 624.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 642.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 660.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 678.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 696.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 714.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 732.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
[ordered-list, [43.0, 750.0, 525.0, 18.0], shoonya_0sLU6665IEDNVK, 5774278]
