[1754, 1241]
[sub-section-title, [245.0, 261.0, 742.0, 36.0], Vh4F3epv2E, 5719498]
[paragraph, [149.0, 323.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 359.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 395.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 431.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 467.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 503.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [149.0, 539.0, 413.0, 36.0], shoonya_2sMD65XZZBE48M, 5719498]
[paragraph, [141.0, 619.0, 952.0, 36.0], Pal133lb7u, 5719498]
[paragraph, [141.0, 655.0, 952.0, 36.0], Pal133lb7u, 5719498]
[paragraph, [141.0, 691.0, 952.0, 36.0], Pal133lb7u, 5719498]
[paragraph, [141.0, 727.0, 952.0, 36.0], Pal133lb7u, 5719498]
[unordered-list, [145.0, 781.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 817.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 853.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 889.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 925.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 961.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 997.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1033.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1069.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1105.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1141.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1177.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1213.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1249.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1285.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1321.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1357.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[unordered-list, [145.0, 1393.0, 951.0, 36.0], shoonya_0sVJLX74M54PRL, 5719498]
[footnote, [242.0, 1452.0, 753.0, 36.0], 1WvrZnU-tG, 5719498]
[footnote, [242.0, 1488.0, 753.0, 36.0], 1WvrZnU-tG, 5719498]
[folio, [855.0, 1556.0, 276.0, 36.0], 6HV4UITWD_, 5719498]
