[2339, 1656]
[paragraph, [858.0, 118.0, 707.0, 36.0], shoonya_4s065HFUXHFTHH, 5749526]
[paragraph, [858.0, 154.0, 707.0, 36.0], shoonya_4s065HFUXHFTHH, 5749526]
[paragraph, [129.0, 124.0, 699.0, 36.0], shoonya_7sKQW5H8AU277P, 5749526]
[paragraph, [129.0, 160.0, 699.0, 36.0], shoonya_7sKQW5H8AU277P, 5749526]
[paragraph, [129.0, 196.0, 699.0, 36.0], shoonya_7sKQW5H8AU277P, 5749526]
[paragraph, [129.0, 232.0, 699.0, 36.0], shoonya_7sKQW5H8AU277P, 5749526]
[paragraph, [863.0, 228.0, 701.0, 36.0], shoonya_3sKPWRFA5S8NOP, 5749526]
[paragraph, [863.0, 264.0, 701.0, 36.0], shoonya_3sKPWRFA5S8NOP, 5749526]
[paragraph, [863.0, 300.0, 701.0, 36.0], shoonya_3sKPWRFA5S8NOP, 5749526]
[paragraph, [863.0, 336.0, 701.0, 36.0], shoonya_3sKPWRFA5S8NOP, 5749526]
[paragraph, [863.0, 372.0, 701.0, 36.0], shoonya_3sKPWRFA5S8NOP, 5749526]
[paragraph, [127.0, 285.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 321.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 357.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 393.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 429.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 465.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 501.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 537.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 573.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 609.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 645.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 681.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 717.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 753.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 789.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [127.0, 825.0, 703.0, 36.0], shoonya_8sDRISOI14SGKZ, 5749526]
[paragraph, [848.0, 447.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 483.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 519.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 555.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 591.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 627.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 663.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 699.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 735.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 771.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 807.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 843.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 879.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 915.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 951.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 987.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1023.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1059.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1095.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1131.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1167.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1203.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1239.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1275.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1311.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1347.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [848.0, 1383.0, 715.0, 36.0], MIWNEzeZHu, 5749526]
[paragraph, [131.0, 869.0, 703.0, 36.0], shoonya_6sQPJXC3HKZ10Q, 5749526]
[paragraph, [131.0, 905.0, 703.0, 36.0], shoonya_6sQPJXC3HKZ10Q, 5749526]
[paragraph, [131.0, 941.0, 703.0, 36.0], shoonya_6sQPJXC3HKZ10Q, 5749526]
[paragraph, [131.0, 977.0, 703.0, 36.0], shoonya_6sQPJXC3HKZ10Q, 5749526]
[paragraph, [129.0, 1035.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1071.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1107.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1143.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1179.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1215.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [129.0, 1251.0, 703.0, 36.0], shoonya_5sHAGK6DWRC24X, 5749526]
[paragraph, [134.0, 1300.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1336.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1372.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1408.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1444.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1480.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1516.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1552.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
[paragraph, [134.0, 1588.0, 701.0, 36.0], shoonya_2sDPIT8TI29APC, 5749526]
