[1447, 1063]
[folio, [402.0, 49.0, 256.0, 18.0], QU7CuvMF4v, 5762479]
[unordered-list, [540.0, 85.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 103.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 121.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 139.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 157.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 175.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 193.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 211.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 229.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 247.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 265.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 283.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 301.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 319.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 337.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 355.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 373.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 391.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 409.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 427.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 445.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 463.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 481.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 499.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 517.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 535.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 553.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 571.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 589.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 607.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 625.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 643.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 661.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 679.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 697.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 715.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 733.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[unordered-list, [540.0, 751.0, 432.0, 18.0], shoonya_0sGKBQMC5JLVSZ, 5762479]
[paragraph, [116.0, 87.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[paragraph, [116.0, 105.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[paragraph, [116.0, 123.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[paragraph, [116.0, 141.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[paragraph, [116.0, 159.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[paragraph, [116.0, 177.0, 410.0, 18.0], v4DgQwQv9c, 5762479]
[unordered-list, [87.0, 210.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 228.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 246.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 264.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 282.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 300.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 318.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 336.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 354.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 372.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 390.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 408.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 426.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 444.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 462.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 480.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 498.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 516.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 534.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 552.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 570.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 588.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 606.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 624.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 642.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 660.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 678.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 696.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 714.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 732.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
[unordered-list, [87.0, 750.0, 448.0, 18.0], shoonya_1s3TPZGUESFQ3O, 5762479]
