[1425, 1088]
[chapter-title, [331.0, 119.0, 484.0, 30.0], RmUW-GBCsp, 5758947]
[chapter-title, [331.0, 149.0, 484.0, 30.0], RmUW-GBCsp, 5758947]
[chapter-title, [331.0, 179.0, 484.0, 30.0], RmUW-GBCsp, 5758947]
[paragraph, [134.0, 262.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 280.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 298.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 316.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 334.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 352.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 370.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 388.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 406.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [134.0, 424.0, 856.0, 18.0], Dmsv07b5sy, 5758947]
[paragraph, [141.0, 469.0, 844.0, 18.0], l8OCI_KIHh, 5758947]
[paragraph, [141.0, 487.0, 844.0, 18.0], l8OCI_KIHh, 5758947]
[paragraph, [141.0, 505.0, 844.0, 18.0], l8OCI_KIHh, 5758947]
[paragraph, [148.0, 562.0, 826.0, 18.0], 7BGVtxl2X-, 5758947]
[paragraph, [148.0, 580.0, 826.0, 18.0], 7BGVtxl2X-, 5758947]
[paragraph, [148.0, 598.0, 826.0, 18.0], 7BGVtxl2X-, 5758947]
[paragraph, [148.0, 616.0, 826.0, 18.0], 7BGVtxl2X-, 5758947]
[paragraph, [148.0, 634.0, 826.0, 18.0], 7BGVtxl2X-, 5758947]
[section-title, [218.0, 715.0, 573.0, 30.0], XV9wwTmdya, 5758947]
[paragraph, [142.0, 779.0, 843.0, 18.0], shoonya_3sFZRY900F6GL7, 5758947]
[paragraph, [142.0, 797.0, 843.0, 18.0], shoonya_3sFZRY900F6GL7, 5758947]
[paragraph, [142.0, 815.0, 843.0, 18.0], shoonya_3sFZRY900F6GL7, 5758947]
[paragraph, [142.0, 833.0, 843.0, 18.0], shoonya_3sFZRY900F6GL7, 5758947]
[paragraph, [142.0, 851.0, 843.0, 18.0], shoonya_3sFZRY900F6GL7, 5758947]
[section-title, [224.0, 918.0, 297.0, 30.0], d7t5yz7ZJ9, 5758947]
[paragraph, [141.0, 979.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 997.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1015.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1033.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1051.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1069.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1087.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [141.0, 1105.0, 839.0, 18.0], shoonya_4sPH74TOGP9PQA, 5758947]
[paragraph, [142.0, 1146.0, 833.0, 18.0], shoonya_6sA2H5KFDVOZ09, 5758947]
[paragraph, [142.0, 1164.0, 833.0, 18.0], shoonya_6sA2H5KFDVOZ09, 5758947]
[paragraph, [142.0, 1182.0, 833.0, 18.0], shoonya_6sA2H5KFDVOZ09, 5758947]
[folio, [830.0, 1348.0, 147.0, 18.0], shoonya_5sT30K8MZGOKHG, 5758947]
