[612, 792]
[chapter-title, [334.0, 48.0, 116.0, 30.0], JOAWESnzIV, 6532666]
[paragraph, [60.0, 103.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 121.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 139.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 157.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 175.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 193.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 211.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 229.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 247.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 265.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 283.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 301.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 319.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 337.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 355.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 373.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 391.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 409.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 427.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 445.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 463.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 481.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[paragraph, [60.0, 499.0, 647.0, 18.0], shoonya_0sLTJ0HMQ1GH47, 6532666]
[folio, [359.0, 547.0, 86.0, 18.0], T7z3O6jj3j, 6532666]
