[842, 595]
[section-title, [40.0, 40.0, 160.0, 30.0], D0tR0tN8v6, 5769953]
[paragraph, [39.0, 69.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 87.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 105.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 123.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 141.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 159.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 177.0, 523.0, 18.0], shoonya_2sKU986PFDB92P, 5769953]
[paragraph, [39.0, 71.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 89.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 107.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 125.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 143.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 161.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [39.0, 179.0, 514.0, 18.0], shoonya_3sHPZKET0824DE, 5769953]
[paragraph, [38.0, 234.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 252.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 270.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 288.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 306.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 324.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 342.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 360.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [38.0, 378.0, 509.0, 18.0], shoonya_1s1XO41Y1D4WEJ, 5769953]
[paragraph, [41.0, 414.0, 513.0, 18.0], shoonya_0s7XFUHFQ4B50I, 5769953]
[paragraph, [41.0, 432.0, 513.0, 18.0], shoonya_0s7XFUHFQ4B50I, 5769953]
[paragraph, [41.0, 450.0, 513.0, 18.0], shoonya_0s7XFUHFQ4B50I, 5769953]
[paragraph, [43.0, 484.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 502.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 520.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 538.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 556.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 574.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 592.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 610.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 628.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 646.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 664.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [43.0, 682.0, 509.0, 18.0], shoonya_9sEFIJJ93R9RM4, 5769953]
[paragraph, [42.0, 708.0, 507.0, 18.0], shoonya_4sWSMHP11JVWH5, 5769953]
[paragraph, [42.0, 726.0, 507.0, 18.0], shoonya_4sWSMHP11JVWH5, 5769953]
[paragraph, [42.0, 744.0, 507.0, 18.0], shoonya_4sWSMHP11JVWH5, 5769953]
[paragraph, [42.0, 762.0, 507.0, 18.0], shoonya_4sWSMHP11JVWH5, 5769953]
