[2339, 1609]
[folio, [839.0, 110.0, 540.0, 36.0], ehFxuaGFrx, 5656247]
[folio, [215.0, 111.0, 387.0, 36.0], rYOy7_DAw3, 5656247]
[chapter-title, [186.0, 219.0, 1292.0, 70.5], lIfp-4mLCP, 5656247]
[author, [436.0, 391.0, 737.0, 36.0], shoonya_6sES499O9F4GWG, 5656247]
[contact-info, [399.0, 450.0, 858.0, 36.0], 7QUUYjW7_C, 5656247]
[contact-info, [399.0, 486.0, 858.0, 36.0], 7QUUYjW7_C, 5656247]
[contact-info, [399.0, 522.0, 858.0, 36.0], 7QUUYjW7_C, 5656247]
[contact-info, [399.0, 558.0, 858.0, 36.0], 7QUUYjW7_C, 5656247]
[paragraph, [137.0, 757.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 793.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 829.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 865.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 901.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 937.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 973.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 1009.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 1045.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 1081.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 1117.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [137.0, 1153.0, 1326.0, 36.0], shoonya_2sQDQ3WJHIRF7B, 5656247]
[paragraph, [138.0, 1224.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [138.0, 1260.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [138.0, 1296.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [138.0, 1332.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [138.0, 1368.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [138.0, 1404.0, 1330.0, 36.0], shoonya_1sNZ498032XOSO, 5656247]
[paragraph, [137.0, 1491.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1527.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1563.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1599.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1635.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1671.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1707.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1743.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1779.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [137.0, 1815.0, 1331.0, 36.0], shoonya_0sLCIFOJD5SYCT, 5656247]
[paragraph, [138.0, 1884.0, 1325.0, 36.0], shoonya_5s8WPMOBFSVT95, 5656247]
[paragraph, [138.0, 1920.0, 1325.0, 36.0], shoonya_5s8WPMOBFSVT95, 5656247]
[paragraph, [138.0, 1956.0, 1325.0, 36.0], shoonya_5s8WPMOBFSVT95, 5656247]
[paragraph, [138.0, 1992.0, 1325.0, 36.0], shoonya_5s8WPMOBFSVT95, 5656247]
[paragraph, [138.0, 2028.0, 1325.0, 36.0], shoonya_5s8WPMOBFSVT95, 5656247]
[folio, [908.0, 2142.0, 562.0, 36.0], E2nr0XqYPK, 5656247]
[folio, [908.0, 2178.0, 562.0, 36.0], E2nr0XqYPK, 5656247]
[folio, [127.0, 2144.0, 580.0, 36.0], NtNB3iJFZU, 5656247]
[folio, [127.0, 2180.0, 580.0, 36.0], NtNB3iJFZU, 5656247]
