[1257, 861]
[chapter-title, [351.0, 33.0, 245.0, 30.0], shoonya_0s4NQCPMOMA4DC, 5776419]
[paragraph, [147.0, 75.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 93.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 111.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 129.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 147.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 165.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 183.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 201.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 219.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 237.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 255.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 273.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 291.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 309.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 327.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 345.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 363.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 381.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 399.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 417.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 435.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 453.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 471.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 489.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [147.0, 507.0, 643.0, 18.0], pjzrW98qgv, 5776419]
[paragraph, [145.0, 531.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 549.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 567.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 585.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 603.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 621.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 639.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 657.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 675.0, 644.0, 18.0], rUFq4u3Syf, 5776419]
[paragraph, [145.0, 706.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 724.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 742.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 760.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 778.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 796.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 814.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 832.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [145.0, 850.0, 642.0, 18.0], ZyZsdww-vI, 5776419]
[paragraph, [142.0, 880.0, 646.0, 18.0], ci1MZFLv9H, 5776419]
[paragraph, [142.0, 898.0, 646.0, 18.0], ci1MZFLv9H, 5776419]
[paragraph, [142.0, 916.0, 646.0, 18.0], ci1MZFLv9H, 5776419]
[paragraph, [142.0, 934.0, 646.0, 18.0], ci1MZFLv9H, 5776419]
[paragraph, [142.0, 952.0, 646.0, 18.0], ci1MZFLv9H, 5776419]
[paragraph, [141.0, 984.0, 647.0, 18.0], H9WcMwQDOr, 5776419]
[paragraph, [141.0, 1002.0, 647.0, 18.0], H9WcMwQDOr, 5776419]
[paragraph, [141.0, 1020.0, 647.0, 18.0], H9WcMwQDOr, 5776419]
[paragraph, [141.0, 1038.0, 647.0, 18.0], H9WcMwQDOr, 5776419]
[paragraph, [141.0, 1056.0, 647.0, 18.0], H9WcMwQDOr, 5776419]
