[1754, 1240]
[folio, [114.0, 18.0, 74.0, 36.0], SotrP-XhVH, 5722519]
[headline, [480.0, 141.0, 271.0, 37.5], 8twgWZ-B2B, 5722519]
[headline, [480.0, 178.5, 271.0, 37.5], 8twgWZ-B2B, 5722519]
[headline, [480.0, 216.0, 271.0, 37.5], 8twgWZ-B2B, 5722519]
[paragraph, [152.0, 157.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 193.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 229.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 265.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 301.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 337.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 373.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 409.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 445.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 481.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [152.0, 517.0, 299.0, 36.0], shoonya_2s7GGIL0IR030O, 5722519]
[paragraph, [780.0, 159.0, 300.0, 36.0], shoonya_7sH0DFGSWS011J, 5722519]
[paragraph, [780.0, 195.0, 300.0, 36.0], shoonya_7sH0DFGSWS011J, 5722519]
[author, [551.0, 247.0, 114.0, 36.0], UOtrZGcEqY, 5722519]
[paragraph, [778.0, 247.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 283.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 319.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 355.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 391.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 427.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 463.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 499.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 535.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 571.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 607.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [778.0, 643.0, 300.0, 36.0], shoonya_1sZI9PWY3WIB4N, 5722519]
[paragraph, [152.0, 580.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 616.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 652.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 688.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 724.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 760.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 796.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 832.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 868.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 904.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 940.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 976.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1012.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1048.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1084.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1120.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1156.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1192.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1228.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1264.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [152.0, 1300.0, 298.0, 36.0], shoonya_0s6WSGINKMKCXD, 5722519]
[paragraph, [778.0, 688.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 724.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 760.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 796.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 832.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 868.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 904.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 940.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 976.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1012.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1048.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1084.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1120.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1156.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1192.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1228.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1264.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1300.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1336.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1372.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [778.0, 1408.0, 301.0, 36.0], shoonya_3sPIUT9XYWDPJW, 5722519]
[paragraph, [467.0, 726.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 762.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 798.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 834.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 870.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 906.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 942.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 978.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 1014.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [467.0, 1050.0, 297.0, 36.0], shoonya_8sL3MO55M8YW9M, 5722519]
[paragraph, [468.0, 1107.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1143.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1179.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1215.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1251.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1287.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[paragraph, [468.0, 1323.0, 296.0, 36.0], shoonya_4sWXEUZ8J1OBGE, 5722519]
[sub-headline, [170.0, 1366.0, 237.0, 36.0], C4YpZkbnlR, 5722519]
[paragraph, [468.0, 1383.0, 295.0, 36.0], shoonya_5sCYRH9Q1PNP8T, 5722519]
[paragraph, [148.0, 1405.0, 306.0, 36.0], MOwqH_54Wm, 5722519]
[website-link, [42.0, 1692.0, 348.0, 18.0], shoonya_13s73GALL94Y9F, 5722519]
[website-link, [42.0, 1710.0, 348.0, 18.0], shoonya_13s73GALL94Y9F, 5722519]
