[1320, 1176]
[flag, [926.0, 56.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[flag, [926.0, 74.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[flag, [926.0, 92.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[flag, [926.0, 110.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[flag, [926.0, 128.0, 181.0, 18.0], shoonya_10sPBIYCBGI6UK, 5694003]
[section-title, [818.0, 180.0, 220.0, 30.0], qXeEEse_IU, 5694003]
[paragraph, [72.0, 183.0, 327.0, 18.0], Hg14InWSlU, 5694003]
[paragraph, [72.0, 201.0, 327.0, 18.0], Hg14InWSlU, 5694003]
[paragraph, [72.0, 219.0, 327.0, 18.0], Hg14InWSlU, 5694003]
[section-title, [416.0, 183.0, 324.0, 30.0], XGO6ac4BuP, 5694003]
[author, [815.0, 228.0, 226.0, 18.0], YygpiodOsj, 5694003]
[paragraph, [419.0, 232.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 250.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 268.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 286.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 304.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 322.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 340.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 358.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 376.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 394.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 412.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 430.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 448.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 466.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 484.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 502.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 520.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 538.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 556.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 574.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 592.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 610.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 628.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 646.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 664.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 682.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 700.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 718.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [419.0, 736.0, 327.0, 18.0], shoonya_1sMQDMR6K3PSGP, 5694003]
[paragraph, [73.0, 244.0, 334.0, 18.0], shoonya_6sKZDUKCY0DAUA, 5694003]
[paragraph, [73.0, 262.0, 334.0, 18.0], shoonya_6sKZDUKCY0DAUA, 5694003]
[paragraph, [73.0, 280.0, 334.0, 18.0], shoonya_6sKZDUKCY0DAUA, 5694003]
[paragraph, [73.0, 298.0, 334.0, 18.0], shoonya_6sKZDUKCY0DAUA, 5694003]
[paragraph, [765.0, 260.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 278.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 296.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 314.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 332.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 350.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 368.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 386.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 404.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 422.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 440.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 458.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 476.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 494.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 512.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 530.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 548.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 566.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 584.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 602.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 620.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 638.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 656.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 674.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 692.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 710.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 728.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 746.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 764.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 782.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 800.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 818.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 836.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 854.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 872.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [765.0, 890.0, 332.0, 18.0], shoonya_0sOBWWD1NAXPXJ, 5694003]
[paragraph, [71.0, 327.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 345.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 363.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 381.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 399.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 417.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 435.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 453.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 471.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 489.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 507.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 525.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 543.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 561.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 579.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 597.0, 329.0, 18.0], shoonya_8sD6RY8ZK16XQU, 5694003]
[paragraph, [71.0, 637.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 655.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 673.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 691.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 709.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 727.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [71.0, 745.0, 329.0, 18.0], shoonya_3sVJCDH2V2HF3B, 5694003]
[paragraph, [421.0, 771.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [421.0, 789.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
[paragraph, [421.0, 807.0, 325.0, 18.0], shoonya_4sLA27SJV3EVAK, 5694003]
