[1754, 1241]
[paragraph, [216.0, 143.0, 883.0, 36.0], shoonya_0s91RU31FU4KU4, 6470258]
[paragraph, [216.0, 179.0, 883.0, 36.0], shoonya_0s91RU31FU4KU4, 6470258]
[paragraph, [216.0, 215.0, 883.0, 36.0], shoonya_0s91RU31FU4KU4, 6470258]
[paragraph, [285.0, 286.0, 814.0, 36.0], tCfw94u3R2, 6470258]
[paragraph, [285.0, 322.0, 814.0, 36.0], tCfw94u3R2, 6470258]
[paragraph, [285.0, 358.0, 814.0, 36.0], tCfw94u3R2, 6470258]
[paragraph, [285.0, 394.0, 814.0, 36.0], tCfw94u3R2, 6470258]
[paragraph, [285.0, 430.0, 814.0, 36.0], tCfw94u3R2, 6470258]
[paragraph, [207.0, 497.0, 893.0, 36.0], v5wlllebEe, 6470258]
[paragraph, [207.0, 533.0, 893.0, 36.0], v5wlllebEe, 6470258]
[paragraph, [207.0, 569.0, 893.0, 36.0], v5wlllebEe, 6470258]
[ordered-list, [188.0, 644.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 680.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 716.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 752.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 788.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 824.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 860.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 896.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 932.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 968.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1004.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1040.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1076.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1112.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1148.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1184.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1220.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1256.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1292.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1328.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1364.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1400.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[ordered-list, [188.0, 1436.0, 940.0, 36.0], kQhYuNGDwh, 6470258]
[sub-ordered-list, [212.0, 729.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 765.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 801.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 837.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 873.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 909.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 945.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 981.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1017.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1053.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1089.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1125.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1161.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1197.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1233.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1269.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1305.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1341.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1377.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1413.0, 896.0, 36.0], frs98X7WnR, 6470258]
[sub-ordered-list, [212.0, 1449.0, 896.0, 36.0], frs98X7WnR, 6470258]
[reference, [217.0, 1537.0, 326.0, 36.0], shoonya_2sD43XDBLQI6OW, 6470258]
