[567, 439]
[chapter-title, [159.0, 170.0, 130.0, 30.0], mJFMR1iNc8, 6460452]
[chapter-title, [159.0, 200.0, 130.0, 30.0], mJFMR1iNc8, 6460452]
[paragraph, [30.0, 238.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 256.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 274.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 292.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 310.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 328.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 346.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [30.0, 364.0, 189.0, 18.0], 6Fw0LEF2vr, 6460452]
[paragraph, [219.0, 258.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 276.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 294.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 312.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 330.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 348.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 366.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 384.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 402.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 420.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [219.0, 438.0, 190.0, 18.0], WDWAWH3qqa, 6460452]
[paragraph, [26.0, 383.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [26.0, 401.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [26.0, 419.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [26.0, 437.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [26.0, 455.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [26.0, 473.0, 195.0, 18.0], 64_jFklHUT, 6460452]
[paragraph, [221.0, 459.0, 187.0, 18.0], 7EvpkMNZ6B, 6460452]
[paragraph, [221.0, 477.0, 187.0, 18.0], 7EvpkMNZ6B, 6460452]
[folio, [186.0, 511.0, 65.0, 18.0], RRnVicfg74, 6460452]
