[6000, 4167]
[folio, [1236.0, 613.0, 1694.0, 52.5], shoonya_1sPP6X3CPET6QO, 5721424]
[folio, [1236.0, 665.5, 1694.0, 52.5], shoonya_1sPP6X3CPET6QO, 5721424]
[folio, [1236.0, 718.0, 1694.0, 52.5], shoonya_1sPP6X3CPET6QO, 5721424]
[paragraph, [599.0, 895.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 947.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1000.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1052.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1105.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1157.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1210.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1262.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1315.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1367.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1420.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1472.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1525.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1577.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1630.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1682.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1735.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1787.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1840.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1892.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1945.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 1997.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2050.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2102.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2155.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2207.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2260.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2312.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2365.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2417.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2470.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2522.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2575.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2627.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2680.0, 2989.0, 52.5], lZjJtSNky8, 5721424]
[paragraph, [599.0, 2732.5, 2989.0, 52.5], lZjJtSNky8, 5721424]
