[1320, 1176]
[chapter-title, [139.0, 47.0, 538.0, 30.0], 3dH1-n_Vus, 5694533]
[chapter-title, [139.0, 77.0, 538.0, 30.0], 3dH1-n_Vus, 5694533]
[chapter-title, [139.0, 107.0, 538.0, 30.0], 3dH1-n_Vus, 5694533]
[chapter-title, [139.0, 137.0, 538.0, 30.0], 3dH1-n_Vus, 5694533]
[folio, [950.0, 74.0, 160.0, 18.0], lsaVsgMgsk, 5694533]
[folio, [950.0, 92.0, 160.0, 18.0], lsaVsgMgsk, 5694533]
[folio, [950.0, 110.0, 160.0, 18.0], lsaVsgMgsk, 5694533]
[folio, [950.0, 128.0, 160.0, 18.0], lsaVsgMgsk, 5694533]
[folio, [950.0, 146.0, 160.0, 18.0], lsaVsgMgsk, 5694533]
[author, [351.0, 180.0, 145.0, 18.0], GeOW6aeOHg, 5694533]
[paragraph, [431.0, 238.0, 323.0, 18.0], vcwZtchQzR, 5694533]
[paragraph, [431.0, 256.0, 323.0, 18.0], vcwZtchQzR, 5694533]
[paragraph, [431.0, 274.0, 323.0, 18.0], vcwZtchQzR, 5694533]
[paragraph, [431.0, 292.0, 323.0, 18.0], vcwZtchQzR, 5694533]
[paragraph, [431.0, 310.0, 323.0, 18.0], vcwZtchQzR, 5694533]
[paragraph, [91.0, 240.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 258.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 276.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 294.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 312.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 330.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 348.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [91.0, 366.0, 332.0, 18.0], -0Od9abopo, 5694533]
[paragraph, [433.0, 342.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [433.0, 360.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [433.0, 378.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [433.0, 396.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [433.0, 414.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [433.0, 432.0, 324.0, 18.0], amV81bUC2c, 5694533]
[paragraph, [90.0, 398.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 416.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 434.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 452.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 470.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 488.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 506.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [90.0, 524.0, 333.0, 18.0], U8T3uMzZb-, 5694533]
[paragraph, [433.0, 470.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 488.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 506.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 524.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 542.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 560.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [433.0, 578.0, 326.0, 18.0], 2XUypb8mar, 5694533]
[paragraph, [88.0, 545.0, 327.0, 18.0], 7JaEoAn5F_, 5694533]
[paragraph, [88.0, 563.0, 327.0, 18.0], 7JaEoAn5F_, 5694533]
[paragraph, [88.0, 581.0, 327.0, 18.0], 7JaEoAn5F_, 5694533]
[paragraph, [88.0, 599.0, 327.0, 18.0], 7JaEoAn5F_, 5694533]
[paragraph, [84.0, 640.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 658.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 676.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 694.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 712.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 730.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 748.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 766.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 784.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 802.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 820.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 838.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 856.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [84.0, 874.0, 339.0, 18.0], AfvqB_tgkL, 5694533]
[paragraph, [427.0, 652.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 670.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 688.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 706.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 724.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 742.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 760.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 778.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 796.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [427.0, 814.0, 333.0, 18.0], BZeF78zawJ, 5694533]
[paragraph, [428.0, 846.0, 332.0, 18.0], 4npddt17bj, 5694533]
[paragraph, [428.0, 864.0, 332.0, 18.0], 4npddt17bj, 5694533]
