[872, 605]
[folio, [434.0, 36.0, 121.0, 18.0], KJNrAMIY2R, 6456598]
[paragraph, [50.0, 74.0, 250.0, 18.0], 8Cs3ADjNw4, 6456598]
[paragraph, [50.0, 92.0, 250.0, 18.0], 8Cs3ADjNw4, 6456598]
[paragraph, [50.0, 110.0, 250.0, 18.0], 8Cs3ADjNw4, 6456598]
[paragraph, [50.0, 128.0, 250.0, 18.0], 8Cs3ADjNw4, 6456598]
[paragraph, [50.0, 146.0, 250.0, 18.0], 8Cs3ADjNw4, 6456598]
[paragraph, [305.0, 76.0, 249.0, 18.0], EklsMBZWic, 6456598]
[paragraph, [305.0, 108.0, 239.0, 18.0], 38r6k5uz4I, 6456598]
[paragraph, [305.0, 126.0, 239.0, 18.0], 38r6k5uz4I, 6456598]
[paragraph, [305.0, 144.0, 239.0, 18.0], 38r6k5uz4I, 6456598]
[paragraph, [47.0, 165.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 183.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 201.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 219.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 237.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 255.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 273.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 291.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [47.0, 309.0, 250.0, 18.0], nm1X03Ehoe, 6456598]
[paragraph, [303.0, 186.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 204.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 222.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 240.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 258.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 276.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 294.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 312.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 330.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 348.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 366.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 384.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 402.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 420.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 438.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 456.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 474.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 492.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 510.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 528.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 546.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 564.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [303.0, 582.0, 255.0, 18.0], YO2IhmJY5B, 6456598]
[paragraph, [45.0, 338.0, 258.0, 18.0], wb9kgeskpD, 6456598]
[paragraph, [39.0, 374.0, 263.0, 18.0], fZHwmKBTvz, 6456598]
[paragraph, [39.0, 392.0, 263.0, 18.0], fZHwmKBTvz, 6456598]
