[1806, 1262]
[folio, [414.0, 102.0, 671.0, 36.0], shoonya_4sGS08BBVJE8MJ, 5680664]
[paragraph, [90.0, 176.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 212.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 248.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 284.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 320.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 356.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 392.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 428.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 464.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 500.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 536.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 572.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 608.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 644.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 680.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 716.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 752.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 788.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 824.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 860.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 896.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 932.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 968.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [90.0, 1004.0, 521.0, 36.0], shoonya_0sE4EMPNP1OTQQ, 5680664]
[paragraph, [648.0, 177.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 213.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 249.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 285.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 321.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 357.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 393.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 429.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 465.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 501.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 537.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 573.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 609.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 645.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 681.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 717.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 753.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 789.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 825.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 861.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 897.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 933.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 969.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1005.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1041.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1077.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1113.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1149.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1185.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1221.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1257.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1293.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1329.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1365.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [648.0, 1401.0, 514.0, 36.0], shoonya_2sFSZBYB4BNNBV, 5680664]
[paragraph, [94.0, 1053.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1089.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1125.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1161.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1197.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1233.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1269.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1305.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1341.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1377.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1413.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1449.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1485.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1521.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1557.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1593.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1629.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [94.0, 1665.0, 516.0, 36.0], shoonya_1sFY3OCZN00JVY, 5680664]
[paragraph, [651.0, 1473.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
[paragraph, [651.0, 1509.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
[paragraph, [651.0, 1545.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
[paragraph, [651.0, 1581.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
[paragraph, [651.0, 1617.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
[paragraph, [651.0, 1653.0, 513.0, 36.0], shoonya_3sM994HC3LSQIN, 5680664]
