[792, 612]
[headline, [54.0, 86.0, 395.0, 25.5], shoonya_7s8H36S7S2KT3K, 6515009]
[headline, [54.0, 111.5, 395.0, 25.5], shoonya_7s8H36S7S2KT3K, 6515009]
[headline, [54.0, 137.0, 395.0, 25.5], shoonya_7s8H36S7S2KT3K, 6515009]
[paragraph, [58.0, 206.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 224.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 242.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 260.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 278.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 296.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 314.0, 164.0, 18.0], shoonya_9sQMNELLL282A6, 6515009]
[paragraph, [58.0, 348.0, 161.0, 18.0], shoonya_1sI6T98RMDHDTI, 6515009]
[paragraph, [58.0, 366.0, 161.0, 18.0], shoonya_1sI6T98RMDHDTI, 6515009]
[paragraph, [58.0, 384.0, 161.0, 18.0], shoonya_1sI6T98RMDHDTI, 6515009]
[paragraph, [58.0, 402.0, 161.0, 18.0], shoonya_1sI6T98RMDHDTI, 6515009]
[paragraph, [392.0, 448.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 466.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 484.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 502.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 520.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 538.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 556.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[paragraph, [392.0, 574.0, 164.0, 18.0], shoonya_3sX6IY7KBGKHSG, 6515009]
[sidebar, [225.0, 465.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 483.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 501.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 519.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 537.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 555.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[sidebar, [225.0, 573.0, 159.0, 18.0], shoonya_8sLMHKNWFV0JTY, 6515009]
[paragraph, [57.0, 595.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 613.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 631.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 649.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 667.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 685.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 703.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [57.0, 721.0, 161.0, 18.0], shoonya_2s4D7VKG0E05GG, 6515009]
[paragraph, [393.0, 608.0, 160.0, 18.0], shoonya_4sWGDMMH6D5JMI, 6515009]
[paragraph, [393.0, 626.0, 160.0, 18.0], shoonya_4sWGDMMH6D5JMI, 6515009]
[paragraph, [393.0, 644.0, 160.0, 18.0], shoonya_4sWGDMMH6D5JMI, 6515009]
[paragraph, [393.0, 662.0, 160.0, 18.0], shoonya_4sWGDMMH6D5JMI, 6515009]
[paragraph, [393.0, 680.0, 160.0, 18.0], shoonya_4sWGDMMH6D5JMI, 6515009]
[paragraph, [225.0, 617.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 635.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 653.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 671.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 689.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 707.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[paragraph, [225.0, 725.0, 161.0, 18.0], shoonya_5s2O3F3CE45URR, 6515009]
[contact-info, [429.0, 717.0, 125.0, 18.0], uLrVQf-_eo, 6515009]
