[1806, 1262]
[folio, [178.0, 104.0, 508.0, 36.0], shoonya_9sIMKEJFZ7891Y, 5681401]
[paragraph, [99.0, 182.0, 521.0, 36.0], shoonya_6sE8VHNU6IUNG8, 5681401]
[paragraph, [99.0, 218.0, 521.0, 36.0], shoonya_6sE8VHNU6IUNG8, 5681401]
[paragraph, [651.0, 185.0, 518.0, 36.0], shoonya_8sJ68BZG2HGSYM, 5681401]
[paragraph, [651.0, 221.0, 518.0, 36.0], shoonya_8sJ68BZG2HGSYM, 5681401]
[paragraph, [651.0, 257.0, 518.0, 36.0], shoonya_8sJ68BZG2HGSYM, 5681401]
[paragraph, [651.0, 293.0, 518.0, 36.0], shoonya_8sJ68BZG2HGSYM, 5681401]
[paragraph, [100.0, 257.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 293.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 329.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 365.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 401.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 437.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 473.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 509.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 545.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 581.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 617.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 653.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 689.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [100.0, 725.0, 518.0, 36.0], shoonya_4sXANGVOLGPVZG, 5681401]
[paragraph, [656.0, 333.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 369.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 405.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 441.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 477.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 513.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 549.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [656.0, 585.0, 514.0, 36.0], shoonya_1s1964AT6GCAKG, 5681401]
[paragraph, [649.0, 623.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 659.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 695.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 731.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 767.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 803.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 839.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 875.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 911.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 947.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 983.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1019.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1055.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1091.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1127.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1163.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1199.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1235.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1271.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1307.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1343.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [649.0, 1379.0, 519.0, 36.0], shoonya_0sFZG1CXBDO8AQ, 5681401]
[paragraph, [101.0, 764.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 800.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 836.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 872.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 908.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 944.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 980.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1016.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1052.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1088.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1124.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1160.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1196.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1232.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1268.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1304.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1340.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1376.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1412.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1448.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1484.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1520.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1556.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1592.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1628.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [101.0, 1664.0, 519.0, 36.0], shoonya_7s375BHKRKJ5RM, 5681401]
[paragraph, [651.0, 1453.0, 518.0, 36.0], shoonya_3s4ENNJ9HXGSL3, 5681401]
[paragraph, [651.0, 1489.0, 518.0, 36.0], shoonya_3s4ENNJ9HXGSL3, 5681401]
[paragraph, [651.0, 1525.0, 518.0, 36.0], shoonya_3s4ENNJ9HXGSL3, 5681401]
[paragraph, [656.0, 1597.0, 512.0, 36.0], shoonya_5sWV1S7HSI0ESZ, 5681401]
[paragraph, [656.0, 1633.0, 512.0, 36.0], shoonya_5sWV1S7HSI0ESZ, 5681401]
[paragraph, [656.0, 1669.0, 512.0, 36.0], shoonya_5sWV1S7HSI0ESZ, 5681401]
