[1806, 1262]
[folio, [1006.0, 89.0, 108.0, 36.0], hJDdzx7M3P, 5681282]
[paragraph, [95.0, 161.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 197.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 233.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 269.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 305.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 341.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 377.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 413.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 449.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 485.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 521.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 557.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 593.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 629.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 665.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 701.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 737.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 773.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 809.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 845.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 881.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 917.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 953.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 989.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1025.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1061.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1097.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1133.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1169.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1205.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1241.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1277.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1313.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1349.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1385.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1421.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1457.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1493.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1529.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1565.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1601.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1637.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [95.0, 1673.0, 507.0, 36.0], shoonya_1sDAMGIM0M0Z2L, 5681282]
[paragraph, [651.0, 164.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 200.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 236.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 272.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 308.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 344.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 380.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 416.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 452.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 488.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 524.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 560.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 596.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 632.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 668.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 704.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 740.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 776.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 812.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 848.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 884.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 920.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 956.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 992.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1028.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1064.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1100.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1136.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1172.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1208.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1244.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1280.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1316.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1352.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1388.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1424.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1460.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1496.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1532.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1568.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1604.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
[paragraph, [651.0, 1640.0, 503.0, 36.0], shoonya_0s8SCM2W7GVUE5, 5681282]
