[2338, 1654]
[paragraph, [283.0, 184.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 220.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 256.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 292.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 328.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 364.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 400.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 436.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 472.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 508.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 544.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [283.0, 580.0, 1069.0, 36.0], aVdY4PrwFU, 5753758]
[paragraph, [181.0, 655.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 691.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 727.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 763.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 799.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 835.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 871.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 907.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 943.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 979.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1015.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1051.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1087.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1123.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1159.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1195.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1231.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1267.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1303.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1339.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1375.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1411.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1447.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1483.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1519.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1555.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1591.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [181.0, 1627.0, 1293.0, 36.0], shoonya_1sKIXOKYNK9DHJ, 5753758]
[paragraph, [185.0, 1709.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1745.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1781.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1817.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1853.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1889.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1925.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1961.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 1997.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
[paragraph, [185.0, 2033.0, 1285.0, 36.0], shoonya_0sZA399SD8M2GT, 5753758]
