[1275, 750]
[folio, [235.0, 91.0, 305.0, 18.0], JNhFXW5PxY, 5767621]
[folio, [235.0, 109.0, 305.0, 18.0], JNhFXW5PxY, 5767621]
[paragraph, [78.0, 154.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 172.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 190.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 208.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 226.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 244.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 262.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 280.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 298.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 316.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 334.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 352.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 370.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 388.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 406.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 424.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 442.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 460.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 478.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 496.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 514.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 532.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 550.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 568.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 586.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 604.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 622.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 640.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 658.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 676.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 694.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 712.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 730.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 748.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
[paragraph, [78.0, 766.0, 606.0, 18.0], shoonya_1s51VZA6JWYA3R, 5767621]
