[2806, 1983]
[paragraph, [220.0, 220.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 266.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 313.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 359.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 406.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 452.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 499.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 545.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 592.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 638.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 685.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 731.5, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [220.0, 778.0, 1541.0, 46.5], lE4QqSqkxh, 5682681]
[paragraph, [213.0, 934.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 980.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1027.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1073.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1120.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1166.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1213.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1259.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1306.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1352.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1399.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1445.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1492.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1538.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1585.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1631.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1678.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1724.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1771.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1817.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1864.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1910.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 1957.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2003.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2050.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2096.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2143.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2189.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2236.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2282.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2329.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2375.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2422.0, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
[paragraph, [213.0, 2468.5, 1561.0, 46.5], 6S-1AFf1ln, 5682681]
