[1468, 909]
[folio, [357.0, 80.0, 159.0, 18.0], 5hUcO4OObQ, 5770596]
[folio, [357.0, 98.0, 159.0, 18.0], 5hUcO4OObQ, 5770596]
[paragraph, [76.0, 148.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 166.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 184.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 202.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 220.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 238.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 256.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 274.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 292.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 310.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 328.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 346.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 364.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 382.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 400.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 418.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 436.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 454.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 472.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 490.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 508.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 526.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 544.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 562.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 580.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 598.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 616.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 634.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 652.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 670.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 688.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 706.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 724.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 742.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 760.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 778.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 796.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 814.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 832.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 850.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 868.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 886.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 904.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 922.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 940.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 958.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 976.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 994.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1012.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1030.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1048.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1066.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1084.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1102.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1120.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1138.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1156.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1174.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1192.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1210.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1228.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1246.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1264.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1282.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1300.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1318.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1336.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1354.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[paragraph, [76.0, 1372.0, 379.0, 18.0], VDVLCcXvTr, 5770596]
[section-title, [473.0, 149.0, 348.0, 30.0], hpTRh_ZiEV, 5770596]
[section-title, [473.0, 179.0, 348.0, 30.0], hpTRh_ZiEV, 5770596]
[paragraph, [462.0, 226.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 244.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 262.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 280.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 298.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 316.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 334.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 352.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 370.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 388.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 406.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 424.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 442.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 460.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 478.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 496.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 514.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 532.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 550.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 568.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 586.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 604.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 622.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 640.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 658.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 676.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 694.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 712.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 730.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 748.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 766.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 784.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 802.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 820.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 838.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 856.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 874.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 892.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 910.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 928.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 946.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 964.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 982.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1000.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1018.0, 373.0, 18.0], h8bdDCQsre, 5770596]
[paragraph, [462.0, 1036.0, 373.0, 18.0], h8bdDCQsre, 5770596]
